time,low,high,open,volume,close
2017-11-15 09:30:00,23242.75,23344.990234375,23334.58984375,404300000,23271.279296875
2017-11-14 09:30:00,23271.5703125,23414.080078125,23388.400390625,561330000,23409.470703125
2017-11-13 09:30:00,23343.33984375,23461.6796875,23367.470703125,491260000,23439.69921875
2017-11-10 09:30:00,23392.9609375,23452.19921875,23432.7109375,351280000,23422.2109375
2017-11-09 09:30:00,23310.01953125,23516.740234375,23492.08984375,305440000,23461.939453125
2017-11-08 09:30:00,23510.560546875,23575.0,23542.599609375,264670000,23563.359375
2017-11-07 09:30:00,23484.189453125,23602.119140625,23574.029296875,285080000,23557.23046875
2017-11-06 09:30:00,23520.75,23574.859375,23533.9609375,325190000,23548.419921875
2017-11-03 09:30:00,23481.5703125,23557.060546875,23549.58984375,312250000,23539.189453125
2017-11-02 09:30:00,23350.98046875,23531.380859375,23463.240234375,348040000,23516.259765625
2017-11-01 09:30:00,23388.91015625,23517.7109375,23442.900390625,361260000,23435.009765625
2017-10-31 09:30:00,23334.390625,23406.349609375,23369.220703125,388050000,23377.240234375
2017-10-30 09:30:00,23327.869140625,23428.75,23405.75,436900000,23348.740234375
2017-10-27 09:30:00,23353.16015625,23449.400390625,23419.16015625,518870000,23434.189453125
2017-10-26 09:30:00,23380.890625,23459.83984375,23380.890625,370600000,23400.859375
2017-10-25 09:30:00,23251.109375,23451.509765625,23431.08984375,399560000,23329.4609375
2017-10-24 09:30:00,23343.23046875,23485.25,23346.779296875,406850000,23441.759765625
2017-10-23 09:30:00,23273.9609375,23368.369140625,23348.94921875,456830000,23273.9609375
2017-10-20 09:30:00,23201.779296875,23328.83984375,23205.1796875,474380000,23328.630859375
2017-10-19 09:30:00,23052.669921875,23167.240234375,23107.470703125,350400000,23163.0390625
2017-10-18 09:30:00,23086.75,23172.9296875,23087.130859375,271870000,23157.599609375
2017-10-17 09:30:00,22948.23046875,23002.19921875,22952.41015625,273090000,22997.439453125
2017-10-16 09:30:00,22887.119140625,22960.119140625,22892.919921875,247180000,22956.9609375
2017-10-13 09:30:00,22855.9296875,22905.330078125,22876.4296875,259560000,22871.720703125
2017-10-12 09:30:00,22821.130859375,22884.8203125,22854.849609375,291790000,22841.009765625
2017-10-11 09:30:00,22821.66015625,22872.890625,22827.650390625,316000000,22872.890625
2017-10-10 09:30:00,22770.990234375,22850.509765625,22784.759765625,319270000,22830.6796875
2017-10-09 09:30:00,22739.380859375,22803.369140625,22779.73046875,310770000,22761.0703125
2017-10-06 09:30:00,22730.849609375,22773.669921875,22762.029296875,221450000,22773.669921875
2017-10-05 09:30:00,22655.140625,22777.0390625,22669.080078125,246400000,22775.390625
2017-10-04 09:30:00,22632.80078125,22685.939453125,22645.669921875,235730000,22661.640625
2017-10-03 09:30:00,22562.900390625,22646.3203125,22564.44921875,238830000,22641.669921875
2017-10-02 09:30:00,22416.0,22559.380859375,22423.470703125,268530000,22557.599609375
2017-09-29 09:30:00,22332.9609375,22405.630859375,22358.470703125,274790000,22405.08984375
2017-09-28 09:30:00,22288.970703125,22394.740234375,22306.830078125,263010000,22381.19921875
2017-09-27 09:30:00,22254.9296875,22371.099609375,22330.9296875,342900000,22340.7109375
2017-09-26 09:30:00,22279.51953125,22369.349609375,22322.029296875,285990000,22284.3203125
2017-09-25 09:30:00,22219.109375,22359.880859375,22320.470703125,332430000,22296.08984375
2017-09-22 09:30:00,22299.580078125,22364.310546875,22334.0703125,297140000,22349.58984375
2017-09-21 09:30:00,22356.55078125,22419.509765625,22414.01953125,287390000,22359.23046875
2017-09-20 09:30:00,22314.6796875,22413.259765625,22351.380859375,334560000,22412.58984375
2017-09-19 09:30:00,22340.7109375,22386.009765625,22349.69921875,295570000,22370.80078125
2017-09-18 09:30:00,22283.349609375,22355.619140625,22297.919921875,302740000,22331.349609375
2017-09-15 09:30:00,22214.51953125,22275.01953125,22252.439453125,527540000,22268.33984375
2017-09-14 09:30:00,22135.259765625,22216.439453125,22144.9609375,297780000,22203.48046875
2017-09-13 09:30:00,22095.7890625,22158.1796875,22103.470703125,291890000,22158.1796875
2017-09-12 09:30:00,22087.08984375,22134.5703125,22090.560546875,364580000,22118.859375
2017-09-11 09:30:00,21927.7890625,22067.099609375,21927.7890625,312770000,22057.369140625
2017-09-08 09:30:00,21731.119140625,21846.630859375,21764.4296875,289400000,21797.7890625
2017-09-07 09:30:00,21745.7109375,21850.009765625,21820.380859375,333810000,21784.779296875
2017-09-06 09:30:00,21794.0703125,21849.240234375,21815.759765625,318760000,21807.640625
2017-09-05 09:30:00,21709.630859375,21921.08984375,21912.369140625,332840000,21753.310546875
2017-09-01 09:30:00,21974.91015625,22038.970703125,21981.76953125,256240000,21987.560546875
2017-08-31 09:30:00,21910.5,21985.759765625,21936.009765625,376790000,21948.099609375
2017-08-30 09:30:00,21839.470703125,21914.259765625,21859.759765625,242840000,21892.4296875
2017-08-29 09:30:00,21673.580078125,21879.220703125,21718.0,227340000,21865.369140625
2017-08-28 09:30:00,21767.939453125,21861.490234375,21832.5,218740000,21808.400390625
2017-08-25 09:30:00,21812.810546875,21906.859375,21819.080078125,217570000,21813.669921875
2017-08-24 09:30:00,21765.8203125,21870.109375,21839.900390625,228480000,21783.400390625
2017-08-23 09:30:00,21808.390625,21866.66015625,21850.26953125,234810000,21812.08984375
2017-08-22 09:30:00,21738.130859375,21912.830078125,21739.779296875,244980000,21899.890625
2017-08-21 09:30:00,21600.33984375,21718.740234375,21671.359375,277880000,21703.75
2017-08-18 09:30:00,21641.630859375,21793.349609375,21724.880859375,309070000,21674.509765625
2017-08-17 09:30:00,21750.3203125,21984.740234375,21984.740234375,311030000,21750.73046875
2017-08-16 09:30:00,22002.470703125,22085.7109375,22031.9296875,264920000,22024.869140625
2017-08-15 09:30:00,21971.48046875,22038.919921875,22029.91015625,269070000,21998.990234375
2017-08-14 09:30:00,21945.640625,22019.23046875,21945.640625,235030000,21993.7109375
2017-08-11 09:30:00,21842.740234375,21911.08984375,21883.3203125,237790000,21858.3203125
2017-08-10 09:30:00,21843.939453125,21988.19921875,21988.19921875,303310000,21844.009765625
2017-08-09 09:30:00,21996.689453125,22057.189453125,22022.33984375,277800000,22048.69921875
2017-08-08 09:30:00,22057.2890625,22179.109375,22095.140625,262000000,22085.33984375
2017-08-07 09:30:00,22081.970703125,22121.150390625,22100.19921875,213010000,22118.419921875
2017-08-04 09:30:00,22024.640625,22092.810546875,22058.390625,253640000,22092.810546875
2017-08-03 09:30:00,21991.3203125,22044.849609375,22007.580078125,278730000,22026.099609375
2017-08-02 09:30:00,21967.4609375,22036.099609375,22004.359375,336820000,22016.240234375
2017-08-01 09:30:00,21940.810546875,21990.9609375,21961.419921875,328410000,21963.919921875
2017-07-31 09:30:00,21861.7109375,21929.80078125,21863.390625,307610000,21891.119140625
2017-07-28 09:30:00,21756.119140625,21841.1796875,21787.509765625,285630000,21830.310546875
2017-07-27 09:30:00,21687.849609375,21798.470703125,21717.419921875,407320000,21796.55078125
2017-07-26 09:30:00,21683.2890625,21742.69921875,21690.380859375,278240000,21711.009765625
2017-07-25 09:30:00,21577.369140625,21670.619140625,21638.560546875,304300000,21613.4296875
2017-07-24 09:30:00,21496.130859375,21577.779296875,21577.779296875,284080000,21513.169921875
2017-07-21 09:30:00,21503.779296875,21592.609375,21591.720703125,362830000,21580.0703125
2017-07-20 09:30:00,21576.9609375,21661.91015625,21641.5390625,313950000,21611.779296875
2017-07-19 09:30:00,21565.83984375,21640.75,21569.25,253040000,21640.75
2017-07-18 09:30:00,21471.140625,21589.939453125,21589.939453125,251110000,21574.73046875
2017-07-17 09:30:00,21617.66015625,21661.810546875,21633.970703125,244780000,21629.720703125
2017-07-14 09:30:00,21521.720703125,21681.529296875,21532.76953125,235590000,21637.740234375
2017-07-13 09:30:00,21512.359375,21568.720703125,21537.189453125,232270000,21553.08984375
2017-07-12 09:30:00,21467.9296875,21580.7890625,21467.9296875,267870000,21532.140625
2017-07-11 09:30:00,21279.30078125,21441.619140625,21410.169921875,247570000,21409.0703125
2017-07-10 09:30:00,21371.109375,21446.390625,21381.23046875,270340000,21408.51953125
2017-07-07 09:30:00,21350.720703125,21425.8203125,21354.66015625,242240000,21414.33984375
2017-07-06 09:30:00,21305.380859375,21433.099609375,21423.9296875,320450000,21320.0390625
2017-07-05 09:30:00,21404.759765625,21505.359375,21492.830078125,273690000,21478.169921875
2017-07-03 09:30:00,21391.7109375,21562.75,21392.30078125,186810000,21479.26953125
2017-06-30 09:30:00,21325.080078125,21426.119140625,21348.599609375,313260000,21349.630859375
2017-06-29 09:30:00,21197.080078125,21487.380859375,21487.380859375,336750000,21287.029296875
2017-06-28 09:30:00,21372.359375,21478.75,21372.359375,271510000,21454.609375
2017-06-27 09:30:00,21310.66015625,21440.599609375,21411.189453125,292170000,21310.66015625
2017-06-26 09:30:00,21381.25,21506.2109375,21434.6796875,241880000,21409.55078125
2017-06-23 09:30:00,21333.890625,21421.7890625,21380.919921875,368400000,21394.759765625
2017-06-22 09:30:00,21394.810546875,21456.470703125,21407.98046875,270680000,21397.2890625
2017-06-21 09:30:00,21390.0,21492.619140625,21466.390625,292500000,21410.029296875
2017-06-20 09:30:00,21464.240234375,21535.029296875,21521.25,310200000,21467.140625
2017-06-19 09:30:00,21436.080078125,21528.990234375,21444.75,289400000,21528.990234375
2017-06-16 09:30:00,21308.009765625,21384.419921875,21335.9296875,603260000,21384.279296875
2017-06-15 09:30:00,21261.869140625,21367.279296875,21291.689453125,317200000,21359.900390625
2017-06-14 09:30:00,21294.08984375,21391.970703125,21342.7109375,295090000,21374.560546875
2017-06-13 09:30:00,21256.830078125,21332.76953125,21256.830078125,323510000,21328.470703125
2017-06-12 09:30:00,21186.150390625,21277.080078125,21259.94921875,528080000,21235.669921875
2017-06-09 09:30:00,21159.44921875,21305.349609375,21208.9609375,397200000,21271.970703125
2017-06-08 09:30:00,21138.16015625,21265.689453125,21169.759765625,330330000,21182.529296875
2017-06-07 09:30:00,21113.310546875,21189.83984375,21171.5703125,273400000,21173.689453125
2017-06-06 09:30:00,21118.4609375,21180.470703125,21145.48046875,283550000,21136.23046875
2017-06-05 09:30:00,21168.689453125,21224.41015625,21195.029296875,269790000,21184.0390625
2017-06-02 09:30:00,21129.560546875,21225.0390625,21142.08984375,329700000,21206.2890625
2017-06-01 09:30:00,20994.220703125,21144.1796875,21030.55078125,276730000,21144.1796875
2017-05-31 09:30:00,20942.5703125,21051.69921875,21048.4609375,371580000,21008.650390625
2017-05-30 09:30:00,21009.599609375,21063.619140625,21045.490234375,242810000,21029.470703125
2017-05-26 09:30:00,21050.490234375,21092.8203125,21070.150390625,208000000,21080.279296875
2017-05-25 09:30:00,21051.41015625,21112.3203125,21062.9609375,268970000,21082.94921875
2017-05-24 09:30:00,20933.580078125,21022.8203125,20949.2109375,283180000,21012.419921875
2017-05-23 09:30:00,20896.220703125,20961.140625,20908.669921875,244950000,20937.91015625
2017-05-22 09:30:00,20860.16015625,20914.259765625,20867.76953125,276120000,20894.830078125
2017-05-19 09:30:00,20687.939453125,20857.130859375,20698.279296875,365180000,20804.83984375
2017-05-18 09:30:00,20553.44921875,20759.19921875,20579.650390625,422590000,20663.01953125
2017-05-17 09:30:00,20601.080078125,20846.169921875,20846.169921875,423200000,20606.9296875
2017-05-16 09:30:00,20932.880859375,21033.529296875,20984.48046875,311580000,20979.75
2017-05-15 09:30:00,20923.630859375,21000.830078125,20923.630859375,313170000,20981.939453125
2017-05-12 09:30:00,20869.740234375,20916.099609375,20893.189453125,288500000,20896.609375
2017-05-11 09:30:00,20798.900390625,20933.359375,20925.720703125,287680000,20919.419921875
2017-05-10 09:30:00,20884.150390625,20976.279296875,20958.490234375,283340000,20943.109375
2017-05-09 09:30:00,20938.0390625,21046.849609375,21022.279296875,273000000,20975.779296875
2017-05-08 09:30:00,20971.05078125,21017.890625,20991.259765625,276150000,21012.279296875
2017-05-05 09:30:00,20905.0,21006.939453125,20929.0390625,260960000,21006.939453125
2017-05-04 09:30:00,20847.94921875,20990.7890625,20987.830078125,274720000,20951.470703125
2017-05-03 09:30:00,20874.1796875,20972.740234375,20915.0,310920000,20957.900390625
2017-05-02 09:30:00,20904.060546875,20960.919921875,20941.189453125,338810000,20949.890625
2017-05-01 09:30:00,20898.380859375,20976.619140625,20962.73046875,288160000,20913.4609375
2017-04-28 09:30:00,20926.75,20987.759765625,20987.390625,329990000,20940.509765625
2017-04-27 09:30:00,20935.80078125,21005.80078125,20991.119140625,305690000,20981.330078125
2017-04-26 09:30:00,20972.26953125,21070.900390625,21009.94921875,328550000,20975.08984375
2017-04-25 09:30:00,20909.380859375,21026.970703125,20915.509765625,348180000,20996.119140625
2017-04-24 09:30:00,20723.58984375,20792.19921875,20723.58984375,342400000,20763.890625
2017-04-21 09:30:00,20505.330078125,20601.400390625,20578.099609375,369600000,20547.759765625
2017-04-20 09:30:00,20406.6796875,20629.779296875,20406.6796875,312440000,20578.7109375
2017-04-19 09:30:00,20379.55078125,20546.689453125,20503.51953125,294790000,20404.490234375
2017-04-18 09:30:00,20462.279296875,20600.119140625,20561.390625,263180000,20523.279296875
2017-04-17 09:30:00,20484.75,20644.41015625,20484.75,229240000,20636.919921875
2017-04-13 09:30:00,20453.25,20612.26953125,20561.689453125,235810000,20453.25
2017-04-12 09:30:00,20553.029296875,20642.5390625,20637.94921875,267670000,20591.859375
2017-04-11 09:30:00,20512.560546875,20660.029296875,20644.3203125,255120000,20651.30078125
2017-04-10 09:30:00,20614.859375,20750.330078125,20668.220703125,230480000,20658.01953125
2017-04-07 09:30:00,20606.94921875,20726.0703125,20647.810546875,219730000,20656.099609375
2017-04-06 09:30:00,20612.169921875,20746.4609375,20653.76953125,251720000,20662.94921875
2017-04-05 09:30:00,20639.55078125,20887.5,20745.060546875,284980000,20648.150390625
2017-04-04 09:30:00,20605.30078125,20701.2890625,20634.939453125,237390000,20689.240234375
2017-04-03 09:30:00,20517.8203125,20692.33984375,20665.169921875,285670000,20650.2109375
2017-03-31 09:30:00,20660.6796875,20722.58984375,20700.33984375,303770000,20663.220703125
2017-03-30 09:30:00,20643.599609375,20753.779296875,20662.7890625,270900000,20728.490234375
2017-03-29 09:30:00,20625.029296875,20684.73046875,20675.75,238320000,20659.3203125
2017-03-28 09:30:00,20520.099609375,20735.609375,20542.140625,299670000,20701.5
2017-03-27 09:30:00,20412.80078125,20578.4609375,20488.349609375,269380000,20550.98046875
2017-03-24 09:30:00,20529.669921875,20718.330078125,20674.44921875,292980000,20596.720703125
2017-03-23 09:30:00,20618.619140625,20757.890625,20645.0703125,280050000,20656.580078125
2017-03-22 09:30:00,20578.94921875,20686.2109375,20640.419921875,325090000,20661.30078125
2017-03-21 09:30:00,20653.259765625,20970.0390625,20956.330078125,369320000,20668.009765625
2017-03-20 09:30:00,20885.69921875,20955.44921875,20916.26953125,253610000,20905.859375
2017-03-17 09:30:00,20911.0703125,20980.509765625,20965.369140625,535280000,20914.619140625
2017-03-16 09:30:00,20893.5,21000.109375,20969.26953125,264360000,20934.55078125
2017-03-15 09:30:00,20859.599609375,20977.470703125,20874.779296875,306590000,20950.099609375
2017-03-14 09:30:00,20786.310546875,20874.0,20848.599609375,246820000,20837.369140625
2017-03-13 09:30:00,20845.7109375,20926.060546875,20899.279296875,289260000,20881.48046875
2017-03-10 09:30:00,20827.66015625,20940.2890625,20919.009765625,315430000,20902.98046875
2017-03-09 09:30:00,20777.16015625,20900.5703125,20864.3203125,275960000,20858.189453125
2017-03-08 09:30:00,20835.580078125,20951.439453125,20940.439453125,296780000,20855.73046875
2017-03-07 09:30:00,20901.259765625,20970.5390625,20934.890625,274630000,20924.759765625
2017-03-06 09:30:00,20912.109375,20986.4296875,20955.7109375,266620000,20954.33984375
2017-03-03 09:30:00,20953.859375,21039.9609375,21008.75,254420000,21005.7109375
2017-03-02 09:30:00,20996.609375,21129.19921875,21128.91015625,319910000,21002.970703125
2017-03-01 09:30:00,20957.2890625,21169.109375,20957.2890625,392820000,21115.55078125
2017-02-28 09:30:00,20781.2109375,20841.240234375,20833.880859375,339210000,20812.240234375
2017-02-27 09:30:00,20774.759765625,20851.330078125,20808.7109375,256540000,20837.439453125
2017-02-24 09:30:00,20733.94921875,20821.759765625,20751.91015625,292540000,20821.759765625
2017-02-23 09:30:00,20746.41015625,20840.69921875,20817.2109375,302110000,20810.3203125
2017-02-22 09:30:00,20692.390625,20781.58984375,20715.41015625,310530000,20775.599609375
2017-02-21 09:30:00,20663.369140625,20757.640625,20663.4296875,336880000,20743.0
2017-02-17 09:30:00,20532.609375,20624.05078125,20564.130859375,340620000,20624.05078125
2017-02-16 09:30:00,20556.830078125,20639.869140625,20627.310546875,354120000,20619.76953125
2017-02-15 09:30:00,20496.029296875,20620.44921875,20504.26953125,384380000,20611.859375
2017-02-14 09:30:00,20374.01953125,20504.41015625,20374.220703125,356580000,20504.41015625
2017-02-13 09:30:00,20322.94921875,20441.48046875,20338.5390625,314620000,20412.16015625
2017-02-10 09:30:00,20204.759765625,20298.2109375,20211.23046875,312230000,20269.369140625
2017-02-09 09:30:00,20061.73046875,20206.359375,20061.73046875,325310000,20172.400390625
2017-02-08 09:30:00,20015.330078125,20068.279296875,20049.2890625,280410000,20054.33984375
2017-02-07 09:30:00,20068.6796875,20155.349609375,20107.619140625,279670000,20090.2890625
2017-02-06 09:30:00,20002.810546875,20094.94921875,20025.609375,281720000,20052.419921875
2017-02-03 09:30:00,19964.2109375,20081.48046875,19964.2109375,344220000,20071.4609375
2017-02-02 09:30:00,19831.08984375,19922.75,19858.33984375,347220000,19884.91015625
2017-02-01 09:30:00,19845.990234375,19967.73046875,19923.810546875,426670000,19890.939453125
2017-01-31 09:30:00,19784.76953125,19918.169921875,19913.16015625,373750000,19864.08984375
2017-01-30 09:30:00,19870.390625,20028.619140625,20028.619140625,317280000,19971.130859375
2017-01-27 09:30:00,20072.640625,20115.970703125,20103.359375,343130000,20093.779296875
2017-01-26 09:30:00,20067.529296875,20125.580078125,20076.25,356730000,20100.91015625
2017-01-25 09:30:00,19994.48046875,20082.0,19994.48046875,372240000,20068.509765625
2017-01-24 09:30:00,19786.7109375,19949.240234375,19794.6796875,374460000,19912.7109375
2017-01-23 09:30:00,19732.359375,19833.98046875,19794.7890625,326690000,19799.849609375
2017-01-20 09:30:00,19759.140625,19843.939453125,19795.060546875,435260000,19827.25
2017-01-19 09:30:00,19677.939453125,19824.140625,19813.55078125,301750000,19732.400390625
2017-01-18 09:30:00,19739.0,19828.19921875,19822.73046875,279760000,19804.720703125
2017-01-17 09:30:00,19775.349609375,19882.990234375,19848.8203125,341900000,19826.76953125
2017-01-13 09:30:00,19849.380859375,19952.029296875,19912.5390625,263780000,19885.73046875
2017-01-12 09:30:00,19770.470703125,19929.2890625,19926.2109375,306290000,19891.0
2017-01-11 09:30:00,19833.16015625,19973.419921875,19887.380859375,336150000,19954.279296875
2017-01-10 09:30:00,19836.029296875,19957.119140625,19876.349609375,299410000,19855.529296875
2017-01-09 09:30:00,19887.380859375,19943.779296875,19931.41015625,287060000,19887.380859375
2017-01-06 09:30:00,19834.080078125,19999.630859375,19906.9609375,277700000,19963.80078125
2017-01-05 09:30:00,19811.119140625,19948.599609375,19924.560546875,269920000,19899.2890625
2017-01-04 09:30:00,19878.830078125,19956.140625,19890.939453125,280010000,19942.16015625
2017-01-03 09:30:00,19775.9296875,19938.529296875,19872.859375,339180000,19881.759765625
2016-12-30 09:30:00,19718.669921875,19852.55078125,19833.169921875,271910000,19762.599609375
2016-12-29 09:30:00,19788.939453125,19878.439453125,19835.4609375,172040000,19819.779296875
2016-12-28 09:30:00,19827.310546875,19981.109375,19964.310546875,188350000,19833.6796875
2016-12-27 09:30:00,19939.80078125,19980.240234375,19943.4609375,158540000,19945.0390625
2016-12-23 09:30:00,19899.060546875,19934.150390625,19908.609375,158260000,19933.810546875
2016-12-22 09:30:00,19882.189453125,19933.830078125,19922.6796875,258290000,19918.880859375
2016-12-21 09:30:00,19941.9609375,19986.560546875,19968.970703125,256640000,19941.9609375
2016-12-20 09:30:00,19920.419921875,19987.630859375,19920.58984375,284080000,19974.619140625
2016-12-19 09:30:00,19832.94921875,19917.779296875,19836.66015625,302310000,19883.060546875
2016-12-16 09:30:00,19821.0,19923.169921875,19909.009765625,573470000,19843.41015625
2016-12-15 09:30:00,19811.5,19951.2890625,19811.5,357350000,19852.240234375
2016-12-14 09:30:00,19748.669921875,19966.4296875,19876.130859375,408430000,19792.529296875
2016-12-13 09:30:00,19846.44921875,19953.75,19852.2109375,388420000,19911.2109375
2016-12-12 09:30:00,19747.740234375,19824.58984375,19770.19921875,333660000,19796.4296875
2016-12-09 09:30:00,19623.189453125,19757.740234375,19631.349609375,334470000,19756.849609375
2016-12-08 09:30:00,19527.830078125,19664.970703125,19559.939453125,324570000,19614.810546875
2016-12-07 09:30:00,19229.830078125,19558.419921875,19241.990234375,385200000,19549.619140625
2016-12-06 09:30:00,19184.740234375,19255.890625,19219.91015625,284960000,19251.779296875
2016-12-05 09:30:00,19186.73046875,19274.849609375,19244.349609375,317800000,19216.240234375
2016-12-02 09:30:00,19141.1796875,19196.140625,19161.25,84920000,19170.419921875
2016-12-01 09:30:00,19138.7890625,19214.30078125,19149.19921875,108800000,19191.9296875
2016-11-30 09:30:00,19123.380859375,19225.2890625,19135.640625,164570000,19123.580078125
