time,high,open,volume,low,close
2018-04-18 14:43:58,24832.5390625,24820.849609375,198858705,24721.08984375,24768.33984375
2018-04-17 09:30:00,24858.970703125,24681.7890625,342410000,24681.7890625,24786.630859375
2018-04-16 09:30:00,24675.359375,24483.150390625,305070000,24480.19921875,24573.0390625
2018-04-13 09:30:00,24646.44921875,24582.8203125,331890000,24243.740234375,24360.140625
2018-04-12 09:30:00,24592.119140625,24302.8203125,336130000,24302.8203125,24483.05078125
2018-04-11 09:30:00,24366.5703125,24274.189453125,286360000,24150.869140625,24189.44921875
2018-04-10 09:30:00,24511.349609375,24198.94921875,368590000,24198.94921875,24408.0
2018-04-09 09:30:00,24373.1796875,24037.51953125,380790000,23954.830078125,23979.099609375
2018-04-06 09:30:00,24434.400390625,24373.599609375,395990000,23738.19921875,23932.759765625
2018-04-05 09:30:00,24622.259765625,24313.91015625,347790000,24313.91015625,24505.220703125
2018-04-04 09:30:00,24308.9609375,23654.150390625,388540000,23523.16015625,24264.30078125
2018-04-03 09:30:00,24044.349609375,23698.330078125,394130000,23664.330078125,24033.359375
2018-04-02 09:30:00,24123.80078125,24076.599609375,509820000,23344.51953125,23644.189453125
2018-03-29 09:30:00,24314.30078125,23949.1796875,463550000,23928.130859375,24103.109375
2018-03-28 09:30:00,24092.470703125,23883.080078125,530040000,23728.669921875,23848.419921875
2018-03-27 09:30:00,24446.220703125,24276.619140625,524480000,23708.73046875,23857.7109375
2018-03-26 09:30:00,24232.30078125,23825.740234375,479540000,23741.220703125,24202.599609375
2018-03-23 09:30:00,24108.470703125,23995.1796875,482550000,23509.060546875,23533.19921875
2018-03-22 09:30:00,24526.009765625,24526.009765625,439280000,23938.740234375,23957.890625
2018-03-21 09:30:00,24977.650390625,24723.490234375,343230000,24655.400390625,24682.310546875
2018-03-20 09:30:00,24803.609375,24650.640625,342510000,24650.640625,24727.26953125
2018-03-19 09:30:00,24893.689453125,24893.689453125,377990000,24453.140625,24610.91015625
2018-03-16 09:30:00,25031.0,24877.33984375,654240000,24857.08984375,24946.509765625
2018-03-15 09:30:00,25053.869140625,24837.2890625,316310000,24753.2890625,24873.66015625
2018-03-14 09:30:00,25130.119140625,25086.970703125,356830000,24668.830078125,24758.119140625
2018-03-13 09:30:00,25376.400390625,25257.75,447880000,24947.5,25007.029296875
2018-03-12 09:30:00,25449.150390625,25372.439453125,362580000,25152.01953125,25178.609375
2018-03-09 09:30:00,25336.330078125,25004.890625,371570000,25004.890625,25335.740234375
2018-03-08 09:30:00,24950.490234375,24853.41015625,327300000,24703.05078125,24895.2109375
2018-03-07 09:30:00,24849.6796875,24758.150390625,394070000,24535.119140625,24801.359375
2018-03-06 09:30:00,24995.240234375,24965.890625,331770000,24708.41015625,24884.119140625
2018-03-05 09:30:00,24961.0,24471.310546875,383910000,24387.150390625,24874.759765625
2018-03-02 09:30:00,24592.4609375,24394.91015625,437130000,24217.759765625,24538.060546875
2018-03-01 09:30:00,25185.349609375,25024.0390625,506280000,24442.560546875,24608.98046875
2018-02-28 09:30:00,25576.150390625,25485.150390625,451870000,25022.419921875,25029.19921875
2018-02-27 09:30:00,25800.349609375,25735.779296875,438390000,25407.830078125,25410.029296875
2018-02-26 09:30:00,25732.80078125,25403.349609375,473360000,25398.560546875,25709.26953125
2018-02-23 09:30:00,25313.91015625,25050.509765625,335420000,25028.73046875,25309.990234375
