time,high,low,volume,open,close
2018-04-18 18:22:10,898.3800048828125,758.719970703125,66906668,759.77001953125,884.3800048828125
2018-04-16 19:00:00,789.7100219726562,755.3300170898438,25887561,769.8099975585938,759.77001953125
2018-04-15 19:00:00,800.780029296875,745.0499877929688,34201319,782.0499877929688,769.8099975585938
2018-04-14 19:00:00,788.4500122070312,739.1599731445312,25358793,739.1599731445312,782.0499877929688
2018-04-13 19:00:00,762.1699829101562,720.3699951171875,20328761,743.27001953125,739.1599731445312
2018-04-12 19:00:00,786.1500244140625,722.8099975585938,50554153,737.8400268554688,743.27001953125
2018-04-11 19:00:00,740.8200073242188,658.6699829101562,59525564,670.0599975585938,737.8400268554688
2018-04-10 19:00:00,671.1699829101562,651.5999755859375,20148758,652.780029296875,670.0599975585938
2018-04-09 19:00:00,660.3400268554688,627.02001953125,14140291,638.72998046875,652.5800170898438
2018-04-08 19:00:00,685.239990234375,627.010009765625,21427207,657.4400024414062,638.72998046875
2018-04-07 19:00:00,663.030029296875,640.3599853515625,11811319,642.6500244140625,657.4400024414062
2018-04-06 19:00:00,657.27001953125,610.6900024414062,21177510,610.9000244140625,642.6500244140625
2018-04-05 19:00:00,648.760009765625,604.02001953125,25194290,644.0999755859375,610.8900146484375
2018-04-04 19:00:00,659.22998046875,620.7000122070312,24056410,651.530029296875,644.0999755859375
2018-04-03 19:00:00,711.4299926757812,638.3900146484375,37251371,710.1300048828125,651.52001953125
2018-04-02 19:00:00,724.9000244140625,660.280029296875,29654275,663.97998046875,710.1300048828125
2018-04-01 19:00:00,687.9000244140625,639.4000244140625,25140139,644.0999755859375,663.97998046875
2018-03-31 19:00:00,700.6900024414062,627.0800170898438,42473944,685.469970703125,644.25
2018-03-30 19:00:00,737.7100219726562,681.7100219726562,31372272,696.97998046875,685.469970703125
2018-03-29 19:00:00,772.1099853515625,675.1099853515625,66701444,711.1300048828125,696.9299926757812
2018-03-28 19:00:00,869.2899780273438,696.5499877929688,84465419,861.1599731445312,711.1300048828125
2018-03-27 19:00:00,897.9400024414062,850.8699951171875,28131311,877.6900024414062,861.1799926757812
2018-03-26 19:00:00,928.6500244140625,873.72998046875,31192960,913.739990234375,877.6900024414062
2018-03-25 19:00:00,980.0999755859375,886.1799926757812,32326463,975.3800048828125,913.739990234375
2018-03-24 20:00:00,994.0,969.6300048828125,19901849,975.9400024414062,975.3800048828125
2018-03-23 20:00:00,1036.050048828125,974.489990234375,22789755,1029.6500244140625,975.9400024414062
2018-03-22 20:00:00,1030.6199951171875,963.719970703125,32361593,1015.1900024414062,1029.739990234375
2018-03-21 20:00:00,1065.18994140625,987.4400024414062,38596693,1031.75,1015.1900024414062
2018-03-20 20:00:00,1084.510009765625,1009.3699951171875,41647329,1062.8199462890625,1031.780029296875
2018-03-19 20:00:00,1074.0699462890625,953.3800048828125,65725834,994.3599853515625,1062.8199462890625
2018-03-18 20:00:00,1000.0700073242188,912.280029296875,58729088,936.280029296875,994.6699829101562
2018-03-17 20:00:00,952.2899780273438,848.5800170898438,54591156,949.4500122070312,936.27001953125
2018-03-16 20:00:00,1030.739990234375,929.3699951171875,43519077,972.280029296875,948.9299926757812
2018-03-15 20:00:00,1063.1800537109375,897.780029296875,67652711,939.6799926757812,972.3699951171875
2018-03-14 20:00:00,955.7000122070312,874.6300048828125,46027181,950.280029296875,939.6799926757812
2018-03-13 20:00:00,1072.3800048828125,918.4099731445312,45006196,1053.719970703125,950.280029296875
2018-03-12 20:00:00,1099.8299560546875,994.6099853515625,73859997,1051.06005859375,1053.550048828125
2018-03-11 20:00:00,1150.219970703125,1012.0599975585938,56197766,1138.8399658203125,1051.06005859375
2018-03-10 19:00:00,1157.260009765625,969.3900146484375,63353716,1003.780029296875,1138.8399658203125
2018-03-09 19:00:00,1089.1600341796875,990.530029296875,36509623,1065.68994140625,1003.780029296875
2018-03-08 19:00:00,1076.2099609375,926.6900024414062,74990482,1033.9599609375,1065.68994140625
2018-03-07 19:00:00,1116.1800537109375,997.27001953125,54449069,1095.2099609375,1033.9599609375
2018-03-06 19:00:00,1223.5,1039.56005859375,61717752,1207.489990234375,1095.9100341796875
2018-03-05 19:00:00,1266.9300537109375,1176.5799560546875,34034339,1266.9300537109375,1207.4300537109375
2018-03-04 19:00:00,1291.8399658203125,1265.9300537109375,21796123,1285.239990234375,1266.9300537109375
2018-03-03 19:00:00,1291.25,1224.25,24322755,1272.260009765625,1285.239990234375
2018-03-02 19:00:00,1298.18994140625,1258.199951171875,23806066,1276.6400146484375,1272.260009765625
2018-03-01 19:00:00,1303.3800048828125,1254.93994140625,34180148,1284.9000244140625,1276.6400146484375
2018-02-28 19:00:00,1303.1199951171875,1189.699951171875,49698398,1200.3299560546875,1285.010009765625
2018-02-27 19:00:00,1275.6600341796875,1198.75,36633612,1234.1700439453125,1200.3299560546875
2018-02-26 19:00:00,1295.4599609375,1218.7900390625,43526909,1244.4200439453125,1234.199951171875
2018-02-25 19:00:00,1271.0400390625,1142.9200439453125,52096798,1172.5799560546875,1244.4200439453125
2018-02-24 19:00:00,1203.52001953125,1137.1199951171875,35860331,1182.030029296875,1172.5799560546875
2018-02-23 19:00:00,1299.760009765625,1136.3599853515625,50410015,1256.72998046875,1182.030029296875
2018-02-22 19:00:00,1314.0999755859375,1148.949951171875,68204427,1209.97998046875,1256.52001953125
2018-02-21 19:00:00,1341.780029296875,1178.2900390625,68674973,1287.030029296875,1210.0
2018-02-20 19:00:00,1407.4599609375,1269.280029296875,103151392,1393.760009765625,1287.06005859375
2018-02-19 19:00:00,1553.989990234375,1382.5899658203125,88749089,1521.8800048828125,1393.77001953125
2018-02-18 19:00:00,1543.780029296875,1452.280029296875,53611463,1453.199951171875,1521.9200439453125
2018-02-17 19:00:00,1635.5999755859375,1395.5899658203125,114117616,1543.2099609375,1453.3699951171875
2018-02-16 19:00:00,1553.4200439453125,1502.280029296875,63990375,1530.4200439453125,1543.2099609375
2018-02-15 19:00:00,1547.530029296875,1355.449951171875,138109049,1359.469970703125,1530.43994140625
2018-02-14 19:00:00,1392.6600341796875,1310.219970703125,82442472,1353.18994140625,1359.469970703125
2018-02-13 19:00:00,1376.4100341796875,1220.510009765625,79707919,1220.75,1353.1800537109375
2018-02-12 19:00:00,1285.27001953125,1200.31005859375,44591425,1282.050048828125,1220.8900146484375
2018-02-11 19:00:00,1293.050048828125,1208.8900146484375,40345803,1211.030029296875,1282.6300048828125
2018-02-10 19:00:00,1298.300048828125,1188.469970703125,67332282,1240.5400390625,1210.989990234375
2018-02-09 19:00:00,1381.6300048828125,1198.6800537109375,93963908,1299.969970703125,1240.6199951171875
2018-02-08 19:00:00,1338.2900390625,1191.77001953125,114267322,1280.550048828125,1299.969970703125
2018-02-07 19:00:00,1355.1500244140625,947.530029296875,214474236,954.8099975585938,1280.550048828125
2018-02-06 19:00:00,1035.9200439453125,896.52001953125,79923338,966.8699951171875,954.3400268554688
2018-02-05 19:00:00,977.5900268554688,758.4299926757812,148384673,884.280029296875,966.7899780273438
2018-02-04 19:00:00,1175.1700439453125,827.3800048828125,106539840,1158.6300048828125,884.0
2018-02-03 19:00:00,1289.47998046875,1091.239990234375,66945106,1273.3299560546875,1158.5699462890625
2018-02-02 19:00:00,1318.52001953125,1066.8299560546875,66300292,1192.1300048828125,1273.0799560546875
2018-02-01 19:00:00,1269.81005859375,968.6799926757812,143714769,1267.989990234375,1192.1300048828125
2018-01-31 19:00:00,1497.56005859375,1205.3499755859375,109869806,1487.1800537109375,1267.989990234375
2018-01-30 19:00:00,1519.81005859375,1397.97998046875,71084957,1462.93994140625,1487.1800537109375
2018-01-29 19:00:00,1653.4000244140625,1451.7900390625,87724135,1650.3299560546875,1462.989990234375
2018-01-28 19:00:00,1753.530029296875,1630.3399658203125,49086467,1742.5400390625,1650.3599853515625
2018-01-27 19:00:00,1755.530029296875,1631.93994140625,98711706,1632.0799560546875,1742.5400390625
2018-01-26 19:00:00,1664.050048828125,1559.97998046875,49189009,1594.6700439453125,1632.0799560546875
2018-01-25 19:00:00,1672.5,1485.56005859375,82441054,1631.9599609375,1594.6700439453125
2018-01-24 19:00:00,1699.8499755859375,1601.02001953125,51824161,1653.4599609375,1632.1099853515625
2018-01-23 19:00:00,1676.530029296875,1558.9200439453125,63619330,1614.4599609375,1653.4599609375
2018-01-22 19:00:00,1692.6199951171875,1490.3499755859375,88416102,1606.050048828125,1614.4599609375
2018-01-21 19:00:00,1805.8499755859375,1509.8900146484375,111361124,1772.3699951171875,1606.050048828125
2018-01-20 19:00:00,2025.1800537109375,1709.25,116810397,2024.3199462890625,1772.3699951171875
2018-01-19 19:00:00,2114.14990234375,1753.949951171875,150204592,1756.719970703125,2024.3199462890625
2018-01-18 19:00:00,1853.18994140625,1693.93994140625,82814184,1708.8699951171875,1756.719970703125
2018-01-17 19:00:00,1881.06005859375,1681.8199462890625,138733377,1748.800048828125,1708.8699951171875
2018-01-16 19:00:00,1903.530029296875,1342.050048828125,275433374,1760.949951171875,1748.800048828125
2018-01-15 19:00:00,2411.969970703125,1525.1300048828125,413640550,2394.02001953125,1761.6099853515625
2018-01-14 19:00:00,2558.330078125,2352.10009765625,124413534,2530.590087890625,2394.050048828125
2018-01-13 19:00:00,2728.550048828125,2441.030029296875,114182801,2664.97998046875,2530.2099609375
2018-01-12 19:00:00,2869.3798828125,2561.699951171875,183442789,2596.2099609375,2664.89990234375
2018-01-11 19:00:00,2628.14990234375,2372.669921875,147982320,2437.919921875,2596.199951171875
2018-01-10 19:00:00,2952.679931640625,2341.77001953125,370363445,2856.93994140625,2437.919921875
2018-01-09 19:00:00,2944.889892578125,2291.93994140625,428980394,2376.679931640625,2856.929931640625
2018-01-08 19:00:00,2489.580078125,2319.18994140625,118646869,2404.739990234375,2376.679931640625
2018-01-07 19:00:00,2572.1298828125,2207.35009765625,173810008,2530.5,2404.739990234375
2018-01-06 19:00:00,2760.35009765625,2492.919921875,203905526,2533.239990234375,2530.43994140625
2018-01-05 19:00:00,2639.550048828125,2326.080078125,189153648,2390.0400390625,2533.239990234375
2018-01-04 19:00:00,2523.510009765625,2306.489990234375,188339076,2355.679931640625,2390.0400390625
2018-01-03 19:00:00,2558.89990234375,2315.699951171875,167327220,2556.3701171875,2355.780029296875
2018-01-02 19:00:00,2776.56005859375,2517.5400390625,170977759,2555.489990234375,2557.52001953125
2018-01-01 19:00:00,2719.8798828125,2314.1201171875,213749238,2319.1201171875,2555.489990234375
2017-12-31 19:00:00,2413.010009765625,2258.2900390625,80872345,2371.830078125,2319.1201171875
2017-12-30 19:00:00,2485.77001953125,2165.1201171875,131177357,2210.179931640625,2371.830078125
2017-12-29 19:00:00,2634.360107421875,2103.909912109375,221420859,2622.419921875,2209.9599609375
2017-12-28 19:00:00,2884.9599609375,2311.239990234375,279681307,2486.5400390625,2619.320068359375
2017-12-27 19:00:00,2727.030029296875,2291.93994140625,193654890,2710.639892578125,2484.9599609375
2017-12-26 19:00:00,2924.469970703125,2568.85009765625,161281901,2921.889892578125,2710.639892578125
2017-12-25 19:00:00,2929.030029296875,2720.989990234375,182771250,2739.93994140625,2921.840087890625
2017-12-24 19:00:00,2883.550048828125,2600.419921875,187864797,2797.919921875,2739.93994140625
2017-12-23 19:00:00,2997.030029296875,2463.14990234375,439830450,2991.580078125,2797.919921875
2017-12-22 19:00:00,3249.320068359375,2466.889892578125,562467930,2521.449951171875,2991.570068359375
2017-12-21 19:00:00,3163.969970703125,1716.8399658203125,959174529,3084.090087890625,2521.4599609375
2017-12-20 19:00:00,3717.550048828125,2857.300048828125,787854447,3715.909912109375,3084.090087890625
2017-12-19 19:00:00,4112.39013671875,2665.550048828125,1915071070,2670.969970703125,3715.909912109375
2017-12-18 19:00:00,2827.389892578125,2075.47998046875,651099368,2146.4599609375,2670.969970703125
2017-12-17 19:00:00,2311.360107421875,1750.3900146484375,418792732,1827.4100341796875,2146.7900390625
2017-12-16 19:00:00,1904.010009765625,1773.0999755859375,110593944,1773.75,1827.4100341796875
2017-12-15 19:00:00,1864.8699951171875,1733.97998046875,110491376,1797.030029296875,1773.75
2017-12-14 19:00:00,1939.7900390625,1630.6199951171875,191047439,1933.27001953125,1795.31005859375
2017-12-13 19:00:00,2053.260009765625,1561.300048828125,409667501,1572.9100341796875,1933.27001953125
2017-12-12 19:00:00,1664.7900390625,1444.0999755859375,194831180,1544.9200439453125,1572.9100341796875
2017-12-11 19:00:00,1601.280029296875,1330.780029296875,162733015,1402.3499755859375,1543.449951171875
2017-12-10 19:00:00,1429.02001953125,1288.3900146484375,96857495,1289.4200439453125,1402.1800537109375
2017-12-09 19:00:00,1369.530029296875,1186.47998046875,103219889,1369.530029296875,1289.780029296875
2017-12-08 19:00:00,1466.47998046875,1305.280029296875,116894421,1383.3299560546875,1369.3599853515625
2017-12-07 19:00:00,1560.7099609375,1137.4200439453125,281476871,1229.9000244140625,1383.300048828125
2017-12-06 19:00:00,1363.0899658203125,1217.3800048828125,156825923,1349.739990234375,1230.0
2017-12-05 19:00:00,1461.219970703125,1309.530029296875,129572220,1421.4100341796875,1349.75
2017-12-04 19:00:00,1581.800048828125,1410.56005859375,113943413,1540.6400146484375,1421.4200439453125
2017-12-03 19:00:00,1543.780029296875,1438.56005859375,91600694,1511.3699951171875,1540.699951171875
2017-12-02 19:00:00,1621.9100341796875,1378.469970703125,170307885,1390.9200439453125,1511.4599609375
2017-12-01 19:00:00,1464.77001953125,1371.1300048828125,65529684,1426.5699462890625,1390.5799560546875
2017-11-30 19:00:00,1451.1199951171875,1243.5,128160246,1318.4200439453125,1426.5
2017-11-29 19:00:00,1415.75,1174.8399658203125,150181384,1333.52001953125,1318.4200439453125
2017-11-28 19:00:00,1627.8599853515625,1277.5899658203125,262656502,1481.9200439453125,1333.1500244140625
2017-11-27 19:00:00,1592.3900146484375,1469.0999755859375,149808661,1587.5799560546875,1481.9300537109375
2017-11-26 19:00:00,1720.27001953125,1557.31005859375,162585449,1718.72998046875,1587.6600341796875
2017-11-25 19:00:00,1729.0,1528.68994140625,73523501,1546.4599609375,1719.3599853515625
2017-11-24 19:00:00,1635.9000244140625,1517.6400146484375,168521398,1625.050048828125,1546.219970703125
2017-11-23 19:00:00,1765.760009765625,1529.1300048828125,265161800,1662.4000244140625,1625.050048828125
2017-11-22 19:00:00,1663.300048828125,1293.6600341796875,301664725,1297.8299560546875,1662.2099609375
2017-11-21 19:00:00,1346.06005859375,1164.300048828125,135737842,1169.9000244140625,1298.6199951171875
2017-11-20 19:00:00,1247.72998046875,1146.25,87834756,1245.280029296875,1169.9000244140625
2017-11-19 19:00:00,1252.75,1170.8199462890625,75604482,1177.0699462890625,1245.280029296875
2017-11-18 19:00:00,1257.1700439453125,1132.280029296875,114092155,1242.8900146484375,1176.6600341796875
2017-11-17 19:00:00,1371.1800537109375,1174.8599853515625,237178090,1177.050048828125,1243.8599853515625
2017-11-16 19:00:00,1209.4100341796875,856.9500122070312,246137619,897.760009765625,1175.5400390625
2017-11-15 19:00:00,1193.4000244140625,873.4400024414062,203434765,1185.8399658203125,896.510009765625
2017-11-14 19:00:00,1318.800048828125,1164.949951171875,135275562,1251.6199951171875,1187.030029296875
2017-11-13 19:00:00,1374.760009765625,1186.56005859375,165309100,1346.9599609375,1251.6300048828125
2017-11-12 19:00:00,1515.469970703125,1012.219970703125,361634817,1369.5,1346.9599609375
2017-11-11 19:00:00,2694.3701171875,1187.010009765625,877406443,1325.56005859375,1374.3900146484375
2017-11-10 19:00:00,1414.1400146484375,897.9199829101562,404695851,989.8699951171875,1325.56005859375
2017-11-09 19:00:00,1029.27001953125,647.3900146484375,562027429,650.0900268554688,995.4000244140625
2017-11-08 19:00:00,675.3900146484375,612.3200073242188,88271349,617.0,650.0900268554688
2017-11-07 19:00:00,644.2000122070312,522.7899780273438,129168410,603.1699829101562,617.4099731445312
2017-11-06 19:00:00,617.4400024414062,584.3800048828125,43387451,588.5499877929688,603.260009765625
2017-11-05 19:00:00,656.75,588.1799926757812,99875447,625.719970703125,588.6799926757812
