time,high,open,low,volume,close
2018-04-18 18:22:47,1.7200000286102295,1.559999942779541,1.5399999618530273,15621216,1.690000057220459
2018-04-16 19:00:00,1.6699999570846558,1.6299999952316284,1.5399999618530273,16905500,1.559999942779541
2018-04-15 19:00:00,1.7000000476837158,1.6699999570846558,1.5199999809265137,30914544,1.6299999952316284
2018-04-14 19:00:00,1.7000000476837158,1.440000057220459,1.440000057220459,45012070,1.6699999570846558
2018-04-13 19:00:00,1.4700000286102295,1.3200000524520874,1.2899999618530273,14221912,1.440000057220459
2018-04-12 19:00:00,1.5099999904632568,1.340000033378601,1.2799999713897705,37946590,1.3200000524520874
2018-04-11 19:00:00,1.399999976158142,1.0700000524520874,1.0299999713897705,29622780,1.340000033378601
2018-04-10 19:00:00,1.0700000524520874,1.0099999904632568,1.0,3787314,1.0700000524520874
2018-04-09 19:00:00,1.0199999809265137,0.9904999732971191,0.9599999785423279,3431442,1.0099999904632568
2018-04-08 19:00:00,1.0700000524520874,1.0299999713897705,0.9621999859809875,5709691,0.9904999732971191
2018-04-07 19:00:00,1.0499999523162842,0.9799000024795532,0.9681000113487244,4594574,1.0299999713897705
2018-04-06 19:00:00,1.0299999713897705,0.9315999746322632,0.9264000058174133,4004347,0.9799000024795532
2018-04-05 19:00:00,0.9950000047683716,0.972000002861023,0.9150000214576721,3406180,0.9315999746322632
2018-04-04 19:00:00,0.9941999912261963,0.9815000295639038,0.925000011920929,5348936,0.972000002861023
2018-04-03 19:00:00,1.1100000143051147,1.1100000143051147,0.9549999833106995,7253664,0.9815000295639038
2018-04-02 19:00:00,1.1200000047683716,1.0299999713897705,1.0299999713897705,6132185,1.1100000143051147
2018-04-01 19:00:00,1.059999942779541,0.9871000051498413,0.9811999797821045,5744555,1.0299999713897705
2018-03-31 19:00:00,1.090000033378601,1.0700000524520874,0.9399999976158142,11460934,0.9871000051498413
2018-03-30 19:00:00,1.159999966621399,1.1100000143051147,1.059999942779541,7346004,1.0700000524520874
2018-03-29 19:00:00,1.1399999856948853,1.090000033378601,1.0499999523162842,10606415,1.1100000143051147
2018-03-28 19:00:00,1.190000057220459,1.1799999475479126,1.059999942779541,13044785,1.090000033378601
2018-03-27 19:00:00,1.25,1.1699999570846558,1.159999966621399,4191646,1.1799999475479126
2018-03-26 19:00:00,1.2400000095367432,1.2300000190734863,1.1399999856948853,7488226,1.1699999570846558
2018-03-25 19:00:00,1.3300000429153442,1.3200000524520874,1.1799999475479126,9154908,1.2300000190734863
2018-03-24 20:00:00,1.3700000047683716,1.3200000524520874,1.2599999904632568,6089384,1.3200000524520874
2018-03-23 20:00:00,1.4199999570846558,1.3600000143051147,1.309999942779541,7237483,1.3200000524520874
2018-03-22 20:00:00,1.3600000143051147,1.3200000524520874,1.2400000095367432,7840630,1.3600000143051147
2018-03-21 20:00:00,1.4199999570846558,1.3700000047683716,1.2599999904632568,9091837,1.3200000524520874
2018-03-20 20:00:00,1.5,1.440000057220459,1.340000033378601,15743742,1.3700000047683716
2018-03-19 20:00:00,1.5299999713897705,1.3200000524520874,1.2799999713897705,21867894,1.440000057220459
2018-03-18 20:00:00,1.340000033378601,1.2300000190734863,1.1799999475479126,17802560,1.3200000524520874
