time,open,low,close,high,volume
2018-04-18 14:43:54,7292.3837890625,7259.896484375,7310.4462890625,7316.05859375,1094968718
2018-04-17 09:30:00,7215.1201171875,7206.5498046875,7281.10009765625,7298.58984375,1913230000
2018-04-16 09:30:00,7153.8701171875,7115.85009765625,7156.27978515625,7178.509765625,1795950000
2018-04-13 09:30:00,7179.6201171875,7078.14013671875,7106.64990234375,7183.6201171875,1743640000
2018-04-12 09:30:00,7112.02001953125,7105.08984375,7140.25,7166.0,2021110000
2018-04-11 09:30:00,7055.0,7055.0,7069.02978515625,7128.5400390625,1852120000
2018-04-10 09:30:00,7060.990234375,7014.8798828125,7094.2998046875,7117.97998046875,2238770000
2018-04-09 09:30:00,6971.4501953125,6944.9599609375,6950.33984375,7074.9501953125,2080900000
2018-04-06 09:30:00,6999.56982421875,6877.759765625,6915.10986328125,7066.64013671875,2350540000
2018-04-05 09:30:00,7099.25,7036.6201171875,7076.5498046875,7112.3798828125,2124660000
2018-04-04 09:30:00,6811.77001953125,6811.77001953125,7042.10986328125,7059.2900390625,2254070000
2018-04-03 09:30:00,6924.35009765625,6835.22998046875,6941.27978515625,6963.7099609375,2328510000
2018-04-02 09:30:00,7016.169921875,6805.9599609375,6870.1201171875,7044.7099609375,2394730000
2018-03-29 09:30:00,6984.66015625,6935.77978515625,7063.4501953125,7120.4599609375,2554500000
2018-03-28 09:30:00,6978.2998046875,6901.06982421875,6949.22998046875,7036.08984375,2518670000
2018-03-27 09:30:00,7255.47021484375,6963.68017578125,7008.81005859375,7255.5400390625,2325990000
2018-03-26 09:30:00,7125.2001953125,7022.33984375,7220.5400390625,7225.830078125,2326060000
2018-03-23 09:30:00,7170.68017578125,6992.669921875,6992.669921875,7194.31005859375,2390410000
2018-03-22 09:30:00,7257.5498046875,7164.3798828125,7166.68017578125,7303.18994140625,2347160000
2018-03-21 09:30:00,7347.5,7325.35009765625,7345.2900390625,7415.66015625,1988390000
2018-03-20 09:30:00,7353.25,7331.240234375,7364.2998046875,7380.740234375,1967690000
2018-03-19 09:30:00,7419.2001953125,7285.27001953125,7344.240234375,7421.22998046875,2324430000
2018-03-16 09:30:00,7504.3701171875,7473.68017578125,7481.990234375,7514.2099609375,3046990000
2018-03-15 09:30:00,7509.240234375,7463.18994140625,7481.740234375,7525.43994140625,1991570000
2018-03-14 09:30:00,7539.77978515625,7473.89990234375,7496.81005859375,7544.89013671875,2104450000
2018-03-13 09:30:00,7627.52001953125,7492.97998046875,7511.009765625,7637.27001953125,2448830000
2018-03-12 09:30:00,7581.0400390625,7563.43994140625,7588.31982421875,7609.10009765625,2294440000
2018-03-09 09:30:00,7475.97998046875,7469.02978515625,7560.81005859375,7560.81005859375,2302930000
2018-03-08 09:30:00,7422.77001953125,7391.5,7427.9501953125,7435.009765625,2272110000
2018-03-07 09:30:00,7311.740234375,7311.740234375,7396.64990234375,7403.7900390625,2192230000
2018-03-06 09:30:00,7366.60986328125,7319.68017578125,7372.009765625,7378.02978515625,2112570000
2018-03-05 09:30:00,7222.89013671875,7205.31005859375,7330.7099609375,7350.06982421875,49345880000
2018-03-02 09:30:00,7099.5400390625,7084.830078125,7257.8701171875,7267.18994140625,2287320000
2018-03-01 09:30:00,7274.75,7117.66015625,7180.56005859375,7307.85009765625,2489040000
2018-02-28 09:30:00,7371.41015625,7273.009765625,7273.009765625,7386.7998046875,2373880000
2018-02-27 09:30:00,7416.169921875,7330.35009765625,7330.35009765625,7438.08984375,2155850000
2018-02-26 09:30:00,7373.2998046875,7360.25,7421.4599609375,7421.85009765625,1866610000
2018-02-23 09:30:00,7261.35009765625,7232.5,7337.39013671875,7337.830078125,1879460000
2018-02-22 09:30:00,7252.4599609375,7194.83984375,7210.08984375,7280.93017578125,1911900000
2018-02-21 09:30:00,7258.47998046875,7218.10986328125,7218.22998046875,7338.64013671875,1946010000
2018-02-20 09:30:00,7209.02978515625,7206.0,7234.31005859375,7295.9501953125,1911170000
2018-02-16 09:30:00,7236.509765625,7226.3798828125,7239.47021484375,7303.259765625,2019830000
2018-02-15 09:30:00,7200.75,7130.39013671875,7256.43017578125,7256.93017578125,2110700000
2018-02-14 09:30:00,6979.240234375,6977.06982421875,7143.6201171875,7152.0498046875,2211460000
2018-02-13 09:30:00,6942.16015625,6938.16015625,7013.509765625,7025.68017578125,1816670000
2018-02-12 09:30:00,6936.68017578125,6879.68994140625,6981.9599609375,7023.6201171875,2240420000
2018-02-09 09:30:00,6863.33984375,6630.669921875,6874.490234375,6917.009765625,3155990000
2018-02-08 09:30:00,7067.2998046875,6776.77001953125,6777.16015625,7073.990234375,2707700000
2018-02-07 09:30:00,7086.2001953125,7051.52978515625,7051.97998046875,7170.33984375,2366970000
2018-02-06 09:30:00,6837.56005859375,6824.81982421875,7115.8798828125,7126.5498046875,3131030000
2018-02-05 09:30:00,7165.9599609375,6967.52978515625,6967.52978515625,7277.35986328125,3106870000
2018-02-02 09:30:00,7347.58984375,7238.18017578125,7240.9501953125,7364.43017578125,2587770000
2018-02-01 09:30:00,7377.169921875,7362.27978515625,7385.85986328125,7441.08984375,2291680000
2018-01-31 09:30:00,7443.25,7381.1201171875,7411.47998046875,7453.990234375,2407540000
