time,open,low,volume,high,close
2018-04-18 18:21:39,0.2418999969959259,0.24160000681877136,2216906,0.2637999951839447,0.2637999951839447
2018-04-16 19:00:00,0.25769999623298645,0.2418999969959259,10645985,0.2752000093460083,0.2418999969959259
2018-04-15 19:00:00,0.2272000014781952,0.21140000224113464,9917913,0.2590999901294708,0.25769999623298645
2018-04-14 19:00:00,0.2046000063419342,0.20399999618530273,3689618,0.23489999771118164,0.2272000014781952
2018-04-13 19:00:00,0.20020000636577606,0.19619999825954437,2746195,0.2142000049352646,0.2046000063419342
2018-04-12 19:00:00,0.21649999916553497,0.19539999961853027,7101712,0.22429999709129333,0.20020000636577606
2018-04-11 19:00:00,0.16670000553131104,0.16339999437332153,9427755,0.22100000083446503,0.21660000085830688
2018-04-10 19:00:00,0.15559999644756317,0.15240000188350677,2917790,0.16859999299049377,0.16670000553131104
2018-04-09 19:00:00,0.15000000596046448,0.1462000012397766,977217,0.15780000388622284,0.15559999644756317
2018-04-08 19:00:00,0.1565999984741211,0.1445000022649765,4117378,0.16580000519752502,0.15000000596046448
2018-04-07 19:00:00,0.14579999446868896,0.14579999446868896,1083919,0.15870000422000885,0.1565999984741211
2018-04-06 19:00:00,0.14180000126361847,0.14110000431537628,2274792,0.15080000460147858,0.14579999446868896
2018-04-05 19:00:00,0.14710000157356262,0.14000000059604645,1522845,0.14890000224113464,0.14180000126361847
2018-04-04 19:00:00,0.15160000324249268,0.14000000059604645,1963410,0.15569999814033508,0.14589999616146088
2018-04-03 19:00:00,0.17059999704360962,0.14839999377727509,5069040,0.17659999430179596,0.15199999511241913
2018-04-02 19:00:00,0.1527000069618225,0.15189999341964722,3359534,0.17110000550746918,0.16979999840259552
2018-04-01 19:00:00,0.14820000529289246,0.14589999616146088,1095738,0.15620000660419464,0.15279999375343323
2018-03-31 19:00:00,0.15039999783039093,0.1378999948501587,1587130,0.15710000693798065,0.14820000529289246
2018-03-30 19:00:00,0.14390000700950623,0.13930000364780426,1542939,0.1582999974489212,0.15039999783039093
2018-03-29 19:00:00,0.14270000159740448,0.13210000097751617,2098386,0.15000000596046448,0.14390000700950623
2018-03-28 19:00:00,0.1582999974489212,0.14030000567436218,2764011,0.1598999947309494,0.14270000159740448
2018-03-27 19:00:00,0.15209999680519104,0.15189999341964722,1212852,0.16220000386238098,0.1582999974489212
2018-03-26 19:00:00,0.16519999504089355,0.14730000495910645,1941446,0.16689999401569366,0.15209999680519104
2018-03-25 19:00:00,0.18359999358654022,0.1559000015258789,2910211,0.18410000205039978,0.16519999504089355
2018-03-24 20:00:00,0.18559999763965607,0.18000000715255737,1246302,0.18880000710487366,0.18359999358654022
2018-03-23 20:00:00,0.18850000202655792,0.1809999942779541,3789451,0.20200000703334808,0.18559999763965607
2018-03-22 20:00:00,0.19850000739097595,0.17970000207424164,2807868,0.19850000739097595,0.1882999986410141
2018-03-21 20:00:00,0.20759999752044678,0.18520000576972961,5063495,0.21690000593662262,0.19910000264644623
2018-03-20 20:00:00,0.1988999992609024,0.19689999520778656,4530665,0.2240000069141388,0.20749999582767487
2018-03-19 20:00:00,0.19050000607967377,0.17470000684261322,4338367,0.21140000224113464,0.1988999992609024
2018-03-18 20:00:00,0.1535000056028366,0.15299999713897705,6906206,0.1899999976158142,0.1899999976158142
2018-03-17 20:00:00,0.15199999511241913,0.12330000102519989,5398142,0.16500000655651093,0.1550000011920929
2018-03-16 20:00:00,0.17409999668598175,0.15000000596046448,1423569,0.17739999294281006,0.15000000596046448
2018-03-15 20:00:00,0.18369999527931213,0.17100000381469727,2151653,0.18369999527931213,0.17409999668598175
2018-03-14 20:00:00,0.19329999387264252,0.1671999990940094,2538075,0.19699999690055847,0.18369999527931213
2018-03-13 20:00:00,0.21739999949932098,0.18629999458789825,2039418,0.22949999570846558,0.19329999387264252
2018-03-12 20:00:00,0.21799999475479126,0.20999999344348907,948464,0.22499999403953552,0.21739999949932098
2018-03-11 20:00:00,0.21889999508857727,0.20880000293254852,2344672,0.23250000178813934,0.21799999475479126
2018-03-10 19:00:00,0.20029999315738678,0.18960000574588776,1654913,0.22280000150203705,0.21899999678134918
2018-03-09 19:00:00,0.21570000052452087,0.19589999318122864,2041925,0.22220000624656677,0.20029999315738678
2018-03-08 19:00:00,0.21250000596046448,0.18299999833106995,2351613,0.21799999475479126,0.21570000052452087
