time,close,volume,high,open,low
2018-04-18 18:19:43,0.04746999964118004,2930925,0.04747999832034111,0.042479999363422394,0.0422700010240078
2018-04-16 19:00:00,0.042479999363422394,1999202,0.04400999844074249,0.04123000055551529,0.04058000072836876
2018-04-15 19:00:00,0.04121999815106392,2552829,0.04462999850511551,0.04365000128746033,0.039969999343156815
2018-04-14 19:00:00,0.04366999864578247,1726453,0.044319998472929,0.040550000965595245,0.040550000965595245
2018-04-13 19:00:00,0.040550000965595245,1700413,0.04159000143408775,0.03925999999046326,0.038770001381635666
2018-04-12 19:00:00,0.03929999843239784,4044318,0.04408999904990196,0.04029000177979469,0.03872000053524971
2018-04-11 19:00:00,0.04029000177979469,4487674,0.040780000388622284,0.036570001393556595,0.03531000018119812
2018-04-10 19:00:00,0.036570001393556595,1211249,0.037939999252557755,0.037310000509023666,0.03627999871969223
2018-04-09 19:00:00,0.037310000509023666,1165950,0.03784000128507614,0.03606000170111656,0.03508999943733215
2018-04-08 19:00:00,0.03606000170111656,2193685,0.03844999894499779,0.037870001047849655,0.034060001373291016
2018-04-07 19:00:00,0.03790000081062317,1139503,0.039170000702142715,0.03723999857902527,0.03668000176548958
2018-04-06 19:00:00,0.03723999857902527,1692723,0.03849999979138374,0.03671000152826309,0.03629999980330467
2018-04-05 19:00:00,0.03671000152826309,2850320,0.04422999918460846,0.03929999843239784,0.035509999841451645
2018-04-04 19:00:00,0.03929999843239784,8382193,0.04611999914050102,0.030239999294281006,0.028999999165534973
2018-04-03 19:00:00,0.030239999294281006,2014016,0.03547000139951706,0.034929998219013214,0.029829999431967735
2018-04-02 19:00:00,0.0348999984562397,1840237,0.03618999943137169,0.035989999771118164,0.03367999941110611
2018-04-01 19:00:00,0.035989999771118164,1767312,0.03604999929666519,0.03229000046849251,0.031050000339746475
2018-03-31 19:00:00,0.03229000046849251,2749087,0.035190001130104065,0.034129999577999115,0.02833000011742115
2018-03-30 19:00:00,0.034129999577999115,4067852,0.04357999935746193,0.041359998285770416,0.033640000969171524
2018-03-29 19:00:00,0.041359998285770416,4160661,0.04747999832034111,0.04340999945998192,0.03871000185608864
2018-03-28 19:00:00,0.04340999945998192,6817996,0.05403999984264374,0.04879000037908554,0.04267000034451485
2018-03-27 19:00:00,0.04879000037908554,1873578,0.04958000034093857,0.043299999088048935,0.042739998549222946
2018-03-26 19:00:00,0.043299999088048935,3417656,0.04766999930143356,0.04422000050544739,0.03993000090122223
2018-03-25 19:00:00,0.04422000050544739,3450852,0.0464400015771389,0.04531000182032585,0.039340000599622726
2018-03-24 20:00:00,0.045340001583099365,2971654,0.04992999881505966,0.04927000030875206,0.04501999914646149
2018-03-23 20:00:00,0.04927000030875206,7851301,0.05279000103473663,0.04202000051736832,0.041200000792741776
2018-03-22 20:00:00,0.04202000051736832,2136851,0.04202999919652939,0.03818000108003616,0.035100001841783524
2018-03-21 20:00:00,0.03818000108003616,1509675,0.039489999413490295,0.03725999966263771,0.03423000127077103
2018-03-20 20:00:00,0.03726999834179878,2839705,0.0413299985229969,0.0385500006377697,0.03629999980330467
2018-03-19 20:00:00,0.0385500006377697,2670008,0.04326999932527542,0.032760001718997955,0.03142999857664108
2018-03-18 20:00:00,0.032760001718997955,1568107,0.03756000101566315,0.029319999739527702,0.028519999235868454
2018-03-17 20:00:00,0.029319999739527702,1636431,0.031109999865293503,0.028850000351667404,0.023490000516176224
2018-03-16 20:00:00,0.028850000351667404,525047,0.03109000064432621,0.03043000027537346,0.028310000896453857
2018-03-15 20:00:00,0.03043000027537346,642437,0.03178999945521355,0.030330000445246696,0.029190000146627426
2018-03-14 20:00:00,0.030330000445246696,913548,0.03175000101327896,0.0313900001347065,0.02865999937057495
2018-03-13 20:00:00,0.0313900001347065,936742,0.037140000611543655,0.03629999980330467,0.030750000849366188
2018-03-12 20:00:00,0.03627999871969223,641934,0.03861000016331673,0.03669999912381172,0.034790001809597015
2018-03-11 20:00:00,0.03661999851465225,971406,0.039639998227357864,0.038750000298023224,0.03466999903321266
2018-03-10 19:00:00,0.038750000298023224,921161,0.03984000161290169,0.035339999943971634,0.03359000012278557
2018-03-09 19:00:00,0.035339999943971634,1026967,0.03889000043272972,0.037470001727342606,0.03448000177741051
2018-03-08 19:00:00,0.037470001727342606,1497573,0.038270000368356705,0.03711000084877014,0.030649999156594276
