time,close,high,low,open,volume
2018-03-29 16:02:01,83.95999908447266,84.0,83.91999816894531,83.97000122070312,92356
2018-03-29 09:30:00,83.95999908447266,84.0,83.91999816894531,83.97000122070312,70400
2018-03-28 09:30:00,83.94999694824219,84.0,83.83000183105469,83.83000183105469,24500
2018-03-27 09:30:00,83.94000244140625,84.0,83.9000015258789,83.9000015258789,29600
2018-03-26 09:30:00,83.91000366210938,83.94999694824219,83.9000015258789,83.9000015258789,19900
2018-03-23 09:30:00,83.9000015258789,83.95999908447266,83.87000274658203,83.95999908447266,46500
2018-03-22 09:30:00,83.9000015258789,83.9000015258789,83.81999969482422,83.81999969482422,15500
2018-03-21 09:30:00,83.8499984741211,83.9000015258789,83.80999755859375,83.80999755859375,19700
2018-03-20 09:30:00,83.81999969482422,83.9000015258789,83.77999877929688,83.77999877929688,30600
2018-03-19 09:30:00,83.81999969482422,83.86000061035156,83.5999984741211,83.5999984741211,27500
2018-03-16 09:30:00,83.5999984741211,83.9000015258789,83.5999984741211,83.8499984741211,74500
2018-03-15 09:30:00,83.8499984741211,83.86000061035156,83.80999755859375,83.83000183105469,26500
2018-03-14 09:30:00,83.83000183105469,83.88999938964844,83.80000305175781,83.83000183105469,19400
2018-03-13 09:30:00,83.81999969482422,83.88999938964844,83.75,83.75,21700
2018-03-12 09:30:00,83.80999755859375,83.87000274658203,83.63999938964844,83.73999786376953,17600
2018-03-09 09:30:00,83.73999786376953,83.87000274658203,83.73999786376953,83.83999633789062,27300
2018-03-08 09:30:00,83.80000305175781,83.9000015258789,83.7300033569336,83.9000015258789,25700
2018-03-07 09:30:00,83.9000015258789,83.9000015258789,83.70999908447266,83.70999908447266,14200
2018-03-06 09:30:00,83.75,83.88999938964844,83.70999908447266,83.81999969482422,66700
2018-03-05 09:30:00,83.80999755859375,83.9000015258789,83.70999908447266,83.70999908447266,22000
2018-03-02 09:30:00,83.72000122070312,83.83999633789062,83.5999984741211,83.5999984741211,53300
2018-03-01 09:30:00,83.79000091552734,83.80000305175781,83.5999984741211,83.5999984741211,43700
2018-02-28 09:30:00,83.70999908447266,83.81999969482422,83.69000244140625,83.79000091552734,33200
2018-02-27 09:30:00,83.73999786376953,83.81999969482422,83.5999984741211,83.5999984741211,25900
2018-02-26 09:30:00,83.81999969482422,83.8499984741211,83.70999908447266,83.80000305175781,34500
2018-02-23 09:30:00,83.70999908447266,83.81999969482422,83.63999938964844,83.75,34900
2018-02-22 09:30:00,83.69000244140625,83.75,83.5999984741211,83.5999984741211,34500
2018-02-21 09:30:00,83.61000061035156,83.79000091552734,83.5999984741211,83.5999984741211,140900
2018-02-20 09:30:00,83.36000061035156,83.75,83.31999969482422,83.31999969482422,38600
2018-02-16 09:30:00,83.9000015258789,83.94999694824219,83.55999755859375,83.94999694824219,76000
2018-02-15 09:30:00,84.0,84.0,83.47000122070312,83.63999938964844,67500
2018-02-14 09:30:00,85.5,85.75,85.5,85.5,59500
2018-02-13 09:30:00,85.5999984741211,85.72000122070312,85.44999694824219,85.44999694824219,45000
2018-02-12 09:30:00,85.44999694824219,85.62000274658203,85.37000274658203,85.5,291000
2018-02-09 09:30:00,85.5199966430664,85.6500015258789,85.0,85.0,230300
2018-02-08 09:30:00,85.52999877929688,86.0999984741211,85.44999694824219,85.76000213623047,377200
2018-02-07 09:30:00,81.01000213623047,82.91000366210938,79.06999969482422,79.29000091552734,32200
2018-02-06 09:30:00,79.29000091552734,79.9800033569336,77.27999877929688,78.58999633789062,46100
2018-02-05 09:30:00,79.30000305175781,81.75,79.0,81.01000213623047,34200
2018-02-02 09:30:00,81.52999877929688,81.81999969482422,79.6500015258789,80.75,33400
2018-02-01 09:30:00,81.0999984741211,81.51000213623047,80.80999755859375,81.16999816894531,19400
2018-01-31 09:30:00,81.36000061035156,82.94999694824219,81.0,82.88999938964844,49000
2018-01-30 09:30:00,82.8499984741211,83.54000091552734,82.5,83.43000030517578,19800
2018-01-29 09:30:00,83.62999725341797,85.0,83.22000122070312,83.72000122070312,23900
2018-01-26 09:30:00,83.72000122070312,83.79000091552734,82.80000305175781,83.0,22300
2018-01-25 09:30:00,82.83999633789062,83.98999786376953,82.7699966430664,83.44000244140625,11600
2018-01-24 09:30:00,83.44000244140625,84.73999786376953,83.01000213623047,84.58999633789062,19100
2018-01-23 09:30:00,83.91999816894531,84.58999633789062,82.41000366210938,83.0199966430664,25600
2018-01-22 09:30:00,82.83999633789062,83.83000183105469,82.66000366210938,83.48999786376953,40500
2018-01-19 09:30:00,83.69000244140625,84.9000015258789,83.66000366210938,83.66000366210938,8200
2018-01-18 09:30:00,83.91999816894531,84.9000015258789,83.66999816894531,84.12000274658203,12200
2018-01-17 09:30:00,84.25,86.08999633789062,83.5999984741211,85.70999908447266,20300
2018-01-16 09:30:00,85.72000122070312,87.81999969482422,85.33999633789062,87.6500015258789,20700
2018-01-12 09:30:00,86.80999755859375,88.16999816894531,86.58000183105469,87.0,29200
2018-01-11 09:30:00,86.9800033569336,86.9800033569336,85.2300033569336,85.48999786376953,35600
2018-01-10 09:30:00,85.04000091552734,86.5,85.0,85.08999633789062,24900
2018-01-09 09:30:00,85.47000122070312,86.38999938964844,85.01000213623047,86.0,16400
2018-01-08 09:30:00,85.79000091552734,86.5,84.52999877929688,86.0,24500
2018-01-05 09:30:00,85.76000213623047,86.5,84.95999908447266,85.62000274658203,27600
2018-01-04 09:30:00,84.9000015258789,85.68000030517578,82.5999984741211,82.5999984741211,47800
2018-01-03 09:30:00,82.4000015258789,82.4000015258789,81.04000091552734,81.79000091552734,46300
2018-01-02 09:30:00,81.41999816894531,81.44999694824219,79.91999816894531,79.91999816894531,32000
2017-12-29 09:30:00,79.80999755859375,81.0,79.66000366210938,79.8499984741211,65000
2017-12-28 09:30:00,79.8499984741211,81.31999969482422,79.8499984741211,80.83999633789062,48600
2017-12-27 09:30:00,81.23999786376953,81.23999786376953,79.11000061035156,79.11000061035156,40700
2017-12-26 09:30:00,79.5199966430664,80.69000244140625,79.0999984741211,80.0,78400
2017-12-22 09:30:00,80.01000213623047,80.69000244140625,80.01000213623047,80.05000305175781,30600
2017-12-21 09:30:00,80.55000305175781,81.48999786376953,80.20999908447266,80.5199966430664,25400
2017-12-20 09:30:00,81.01000213623047,81.29000091552734,80.0,80.58000183105469,29400
2017-12-19 09:30:00,80.58999633789062,81.36000061035156,80.51000213623047,81.36000061035156,17600
2017-12-18 09:30:00,81.1500015258789,82.94999694824219,81.0999984741211,81.9800033569336,22000
2017-12-15 09:30:00,82.0,82.69000244140625,81.76000213623047,81.76000213623047,17000
2017-12-14 09:30:00,81.62000274658203,83.22000122070312,81.11000061035156,83.0,21900
2017-12-13 09:30:00,82.81999969482422,84.1500015258789,82.0,82.04000091552734,36300
2017-12-12 09:30:00,81.98999786376953,82.4800033569336,80.37999725341797,81.36000061035156,26300
2017-12-11 09:30:00,81.37000274658203,81.51000213623047,80.0,80.51000213623047,31800
2017-12-08 09:30:00,80.22000122070312,81.41999816894531,80.19999694824219,80.5199966430664,12700
2017-12-07 09:30:00,80.5,80.9800033569336,80.1500015258789,80.16000366210938,14000
2017-12-06 09:30:00,80.30000305175781,82.58000183105469,80.1500015258789,81.0,22200
2017-12-05 09:30:00,81.1500015258789,82.98999786376953,81.08000183105469,82.1500015258789,22400
2017-12-04 09:30:00,82.1500015258789,83.7300033569336,82.0199966430664,83.12999725341797,16200
2017-12-01 09:30:00,83.05000305175781,83.94000244140625,82.2300033569336,83.91000366210938,17100
2017-11-30 09:30:00,83.0,84.80000305175781,82.29000091552734,82.30000305175781,37400
2017-11-29 09:30:00,82.4000015258789,83.18000030517578,81.9000015258789,82.2699966430664,19700
2017-11-28 09:30:00,81.51000213623047,83.27999877929688,81.51000213623047,81.9800033569336,24800
2017-11-27 09:30:00,81.9800033569336,81.9800033569336,81.2699966430664,81.2699966430664,13300
2017-11-24 09:30:00,81.0,81.7300033569336,80.38999938964844,81.7300033569336,8300
2017-11-22 09:30:00,81.48999786376953,81.66999816894531,81.33999633789062,81.4000015258789,7700
2017-11-21 09:30:00,81.5999984741211,82.16000366210938,81.0,81.25,21700
2017-11-20 09:30:00,81.20999908447266,82.12000274658203,80.36000061035156,82.12000274658203,27700
2017-11-17 09:30:00,82.12000274658203,82.30000305175781,80.30999755859375,81.88999938964844,14300
2017-11-16 09:30:00,81.97000122070312,82.30000305175781,80.61000061035156,81.16000366210938,12900
2017-11-15 09:30:00,81.08999633789062,82.33000183105469,80.01000213623047,82.33000183105469,31100
2017-11-14 09:30:00,82.58999633789062,85.05000305175781,81.38999938964844,85.0,41800
2017-11-13 09:30:00,87.20999908447266,87.80000305175781,87.01000213623047,87.80000305175781,31400
2017-11-10 09:30:00,87.5,87.77999877929688,86.56999969482422,87.01000213623047,25800
2017-11-09 09:30:00,87.80000305175781,87.80000305175781,86.0,86.0,19600
2017-11-08 09:30:00,85.47000122070312,87.93000030517578,84.8499984741211,85.0,37800
2017-11-07 09:30:00,84.68000030517578,86.0,84.55000305175781,86.0,31200
2017-11-06 09:30:00,85.79000091552734,89.5999984741211,85.68000030517578,89.30000305175781,62200
2017-11-03 09:30:00,87.80000305175781,88.63999938964844,82.91999816894531,83.0,68500
2017-11-02 09:30:00,82.5999984741211,83.0,78.5,79.0,116900
2017-11-01 09:30:00,76.88999938964844,77.19999694824219,76.7300033569336,76.94000244140625,19100
2017-10-31 09:30:00,76.69999694824219,77.29000091552734,76.18000030517578,76.5,23500
2017-10-30 09:30:00,76.52999877929688,77.13999938964844,76.5,76.68000030517578,19100
2017-10-27 09:30:00,77.0199966430664,77.55999755859375,76.30999755859375,77.55000305175781,24200
2017-10-26 09:30:00,77.5,78.05999755859375,77.41000366210938,77.75,22800
2017-10-25 09:30:00,78.0,79.29000091552734,77.4800033569336,79.29000091552734,39500
2017-10-24 09:30:00,79.5199966430664,79.7300033569336,78.75,79.44000244140625,16900
2017-10-23 09:30:00,79.0,80.44999694824219,79.0,79.75,18200
2017-10-20 09:30:00,79.75,79.95999908447266,79.16999816894531,79.95999908447266,17500
2017-10-19 09:30:00,79.5,79.5,79.12999725341797,79.2699966430664,16300
2017-10-18 09:30:00,79.5,80.0199966430664,79.5,80.0,10600
2017-10-17 09:30:00,80.54000091552734,80.76000213623047,79.4000015258789,80.4000015258789,16600
2017-10-16 09:30:00,80.12999725341797,80.19999694824219,79.19999694824219,80.19999694824219,15300
2017-10-13 09:30:00,80.08000183105469,80.94999694824219,79.05999755859375,79.05999755859375,21800
2017-10-12 09:30:00,79.19000244140625,79.80000305175781,78.70999908447266,79.12999725341797,12000
2017-10-11 09:30:00,79.2699966430664,79.75,78.4000015258789,78.4000015258789,18400
2017-10-10 09:30:00,78.43000030517578,80.20999908447266,78.1500015258789,80.0999984741211,30300
2017-10-09 09:30:00,80.0199966430664,80.81999969482422,80.0199966430664,80.3499984741211,14400
2017-10-06 09:30:00,80.4000015258789,81.0,80.01000213623047,81.0,15400
2017-10-05 09:30:00,81.31999969482422,81.37999725341797,80.70999908447266,81.37999725341797,11600
2017-10-04 09:30:00,81.0999984741211,81.38999938964844,80.69000244140625,81.0,13300
2017-10-03 09:30:00,81.23999786376953,81.8499984741211,80.61000061035156,81.01000213623047,14300
2017-10-02 09:30:00,81.06999969482422,81.73999786376953,80.5,81.5199966430664,15000
2017-09-29 09:30:00,81.75,82.44999694824219,80.81999969482422,80.81999969482422,21000
2017-09-28 09:30:00,80.9000015258789,82.20999908447266,80.51000213623047,82.0,14500
2017-09-27 09:30:00,81.98999786376953,81.98999786376953,80.6500015258789,81.0999984741211,11100
2017-09-26 09:30:00,81.19000244140625,82.4000015258789,80.83000183105469,81.01000213623047,41500
2017-09-25 09:30:00,81.5,81.5,80.12000274658203,81.0,13000
2017-09-22 09:30:00,80.44999694824219,81.47000122070312,80.12000274658203,81.47000122070312,9500
2017-09-21 09:30:00,81.52999877929688,81.80999755859375,80.25,80.25,18000
2017-09-20 09:30:00,80.19000244140625,80.98999786376953,80.08999633789062,80.36000061035156,13700
2017-09-19 09:30:00,80.2300033569336,80.81999969482422,79.68000030517578,80.61000061035156,13700
2017-09-18 09:30:00,80.48999786376953,80.98999786376953,78.87999725341797,78.98999786376953,24400
2017-09-15 09:30:00,78.72000122070312,79.51000213623047,78.16000366210938,78.25,15200
2017-09-14 09:30:00,78.41000366210938,79.95999908447266,78.04000091552734,78.81999969482422,12400
2017-09-13 09:30:00,78.25,80.75,78.23999786376953,80.75,19700
2017-09-12 09:30:00,80.19000244140625,80.4000015258789,79.16000366210938,79.16000366210938,21100
2017-09-11 09:30:00,79.3499984741211,80.48999786376953,79.05999755859375,79.0999984741211,19800
2017-09-08 09:30:00,79.0,79.0,78.44000244140625,78.69999694824219,9900
2017-09-07 09:30:00,78.5,79.18000030517578,78.11000061035156,78.27999877929688,13300
2017-09-06 09:30:00,78.12999725341797,78.30000305175781,77.33999633789062,77.33999633789062,12400
2017-09-05 09:30:00,77.2699966430664,78.0999984741211,77.05000305175781,77.05000305175781,19400
2017-09-01 09:30:00,77.5199966430664,77.73999786376953,77.01000213623047,77.73999786376953,13800
2017-08-31 09:30:00,77.7300033569336,77.80000305175781,77.0999984741211,77.5,18800
2017-08-30 09:30:00,77.5199966430664,78.44999694824219,77.02999877929688,77.16999816894531,17500
2017-08-29 09:30:00,77.41999816894531,78.37999725341797,77.0,78.05000305175781,25200
2017-08-28 09:30:00,78.29000091552734,79.36000061035156,78.06999969482422,79.36000061035156,12300
2017-08-25 09:30:00,79.41999816894531,81.0,78.9000015258789,80.88999938964844,19300
2017-08-24 09:30:00,80.5,81.30000305175781,78.19000244140625,78.19000244140625,32700
2017-08-23 09:30:00,77.97000122070312,78.41000366210938,76.5,76.5,19500
2017-08-22 09:30:00,76.5199966430664,76.75,76.08000183105469,76.13999938964844,14000
2017-08-21 09:30:00,76.05000305175781,77.23999786376953,75.87000274658203,76.87000274658203,16200
2017-08-18 09:30:00,77.41999816894531,77.94000244140625,75.19999694824219,76.20999908447266,35200
2017-08-17 09:30:00,76.20999908447266,79.58999633789062,76.16000366210938,79.58999633789062,52200
2017-08-16 09:30:00,79.7300033569336,79.98999786376953,79.13999938964844,79.52999877929688,24900
2017-08-15 09:30:00,79.31999969482422,81.37999725341797,79.31999969482422,80.51000213623047,31700
2017-08-14 09:30:00,80.5199966430664,82.16000366210938,80.51000213623047,82.05000305175781,26300
2017-08-11 09:30:00,82.22000122070312,83.7300033569336,81.77999877929688,83.5999984741211,23000
2017-08-10 09:30:00,83.8499984741211,84.93000030517578,83.80000305175781,84.0999984741211,47500
2017-08-09 09:30:00,84.25,84.36000061035156,84.0999984741211,84.1500015258789,12500
