time,high,open,volume,low,close
2018-04-18 18:22:31,73.75,65.7300033569336,14694303,65.66999816894531,73.75
2018-04-16 19:00:00,70.22000122070312,67.0999984741211,11422702,65.54000091552734,65.7300033569336
2018-04-15 19:00:00,71.54000091552734,70.88999938964844,16120363,64.30000305175781,67.0999984741211
2018-04-14 19:00:00,71.02999877929688,64.26000213623047,15585110,64.20999908447266,70.88999938964844
2018-04-13 19:00:00,66.01000213623047,62.27000045776367,8959302,61.7599983215332,64.26000213623047
2018-04-12 19:00:00,68.51000213623047,67.0999984741211,25314478,61.560001373291016,62.27000045776367
2018-04-11 19:00:00,67.73999786376953,58.43000030517578,32823394,54.59000015258789,67.0999984741211
2018-04-10 19:00:00,59.83000183105469,52.779998779296875,18303268,52.29999923706055,58.43000030517578
2018-04-09 19:00:00,53.220001220703125,52.91999816894531,10473031,48.93000030517578,52.779998779296875
2018-04-08 19:00:00,57.56999969482422,49.470001220703125,27640631,49.290000915527344,52.91999816894531
2018-04-07 19:00:00,49.529998779296875,46.56999969482422,4119993,46.43000030517578,49.470001220703125
2018-04-06 19:00:00,48.11000061035156,45.099998474121094,5639201,44.90999984741211,46.56999969482422
2018-04-05 19:00:00,47.65999984741211,47.119998931884766,5141432,44.38999938964844,45.099998474121094
2018-04-04 19:00:00,48.08000183105469,47.65999984741211,7987511,45.540000915527344,47.130001068115234
2018-04-03 19:00:00,53.689998626708984,53.630001068115234,10719096,46.689998626708984,47.650001525878906
2018-04-02 19:00:00,54.29999923706055,48.95000076293945,10729070,48.459999084472656,53.630001068115234
2018-04-01 19:00:00,50.41999816894531,47.40999984741211,7866621,46.79999923706055,48.95000076293945
2018-03-31 19:00:00,50.79999923706055,50.119998931884766,8812616,45.099998474121094,47.40999984741211
2018-03-30 19:00:00,52.88999938964844,50.220001220703125,7609673,49.75,50.130001068115234
2018-03-29 19:00:00,53.84000015258789,51.77000045776367,14294142,48.58000183105469,50.220001220703125
2018-03-28 19:00:00,57.33000183105469,57.099998474121094,16188069,50.720001220703125,51.77000045776367
2018-03-27 19:00:00,60.349998474121094,55.38999938964844,11142503,54.689998626708984,57.099998474121094
2018-03-26 19:00:00,61.540000915527344,59.13999938964844,24125576,52.20000076293945,55.400001525878906
2018-03-25 19:00:00,66.16000366210938,65.30999755859375,20439050,55.29999923706055,59.150001525878906
2018-03-24 20:00:00,67.63999938964844,65.22000122070312,6624241,63.47999954223633,65.30999755859375
2018-03-23 20:00:00,70.23999786376953,69.1500015258789,9948608,64.72000122070312,65.22000122070312
2018-03-22 20:00:00,69.54000091552734,69.30000305175781,13923733,63.290000915527344,69.1500015258789
2018-03-21 20:00:00,75.20999908447266,72.4800033569336,21328866,66.16000366210938,69.30000305175781
2018-03-20 20:00:00,78.0199966430664,75.58999633789062,20353601,71.06999969482422,72.4800033569336
2018-03-19 20:00:00,79.86000061035156,72.66000366210938,36314117,66.55999755859375,75.58999633789062
2018-03-18 20:00:00,73.7699966430664,65.47000122070312,41073420,62.279998779296875,72.66000366210938
2018-03-17 20:00:00,67.91999816894531,60.75,37547385,49.22999954223633,65.47000122070312
2018-03-16 20:00:00,69.13999938964844,67.48999786376953,10860757,60.34000015258789,60.75
2018-03-15 20:00:00,71.87999725341797,69.05999755859375,12221823,65.20999908447266,67.48999786376953
2018-03-14 20:00:00,72.9800033569336,71.44999694824219,22082161,65.0,69.05999755859375
2018-03-13 20:00:00,85.66999816894531,83.12999725341797,16873759,68.31999969482422,71.44999694824219
2018-03-12 20:00:00,88.41999816894531,85.08000183105469,10564683,81.66000366210938,83.12999725341797
2018-03-11 20:00:00,92.58000183105469,90.62000274658203,16114616,83.18000030517578,85.08000183105469
2018-03-10 19:00:00,92.4800033569336,84.80000305175781,14790874,81.29000091552734,90.62000274658203
2018-03-09 19:00:00,94.4800033569336,92.0199966430664,15078747,83.98999786376953,84.80999755859375
2018-03-08 19:00:00,94.0999984741211,90.76000213623047,29656690,79.43000030517578,92.0199966430664
2018-03-07 19:00:00,101.51000213623047,100.0999984741211,18906392,89.62000274658203,90.76000213623047
2018-03-06 19:00:00,113.62000274658203,104.33999633789062,41785402,88.9800033569336,100.11000061035156
2018-03-05 19:00:00,114.68000030517578,111.66999816894531,26722728,101.52999877929688,104.33999633789062
2018-03-04 19:00:00,119.73999786376953,119.62000274658203,21269106,110.9000015258789,111.66999816894531
2018-03-03 19:00:00,125.02999877929688,121.31999969482422,16417489,115.33000183105469,119.62000274658203
2018-03-02 19:00:00,128.3300018310547,124.0,12427681,120.68000030517578,121.31999969482422
2018-03-01 19:00:00,130.24000549316406,128.74000549316406,12773889,121.94000244140625,124.0
2018-02-28 19:00:00,135.0,131.6300048828125,23511501,124.33000183105469,128.74000549316406
2018-02-27 19:00:00,144.1300048828125,140.19000244140625,36404173,129.3000030517578,131.52999877929688
2018-02-26 19:00:00,145.4499969482422,134.41000366210938,43935726,130.1300048828125,140.19000244140625
2018-02-25 19:00:00,136.9199981689453,116.95999908447266,31697958,116.1500015258789,134.3699951171875
2018-02-24 19:00:00,118.41999816894531,115.55999755859375,6293867,112.75,116.94999694824219
2018-02-23 19:00:00,124.05999755859375,119.0199966430664,9701303,111.06999969482422,115.55999755859375
2018-02-22 19:00:00,122.61000061035156,111.62000274658203,16177609,108.41000366210938,119.0199966430664
2018-02-21 19:00:00,125.76000213623047,118.16000366210938,21680468,109.43000030517578,111.62000274658203
2018-02-20 19:00:00,127.91000366210938,125.11000061035156,23656397,114.72000122070312,118.16000366210938
2018-02-19 19:00:00,140.88999938964844,136.1999969482422,25831540,123.80999755859375,125.11000061035156
2018-02-18 19:00:00,137.82000732421875,124.97000122070312,23046492,124.08000183105469,136.1999969482422
2018-02-17 19:00:00,136.27000427246094,134.2100067138672,19542358,120.77999877929688,124.97000122070312
2018-02-16 19:00:00,138.41000366210938,127.31999969482422,23196377,126.9800033569336,134.22000122070312
2018-02-15 19:00:00,128.8699951171875,121.16999816894531,16337395,117.8499984741211,127.31999969482422
2018-02-14 19:00:00,124.62999725341797,122.0199966430664,18773321,115.8499984741211,121.16999816894531
2018-02-13 19:00:00,122.31999969482422,108.33999633789062,21079695,108.33999633789062,122.0199966430664
2018-02-12 19:00:00,113.18000030517578,111.45999908447266,11203610,105.63999938964844,108.37000274658203
2018-02-11 19:00:00,114.87000274658203,101.7699966430664,18971066,101.36000061035156,111.48999786376953
2018-02-10 19:00:00,111.41999816894531,107.44999694824219,23653690,94.33000183105469,101.7699966430664
2018-02-09 19:00:00,120.0999984741211,114.7300033569336,46073546,100.6500015258789,107.44999694824219
2018-02-08 19:00:00,115.83999633789062,110.33999633789062,27599493,104.19999694824219,114.7300033569336
2018-02-07 19:00:00,118.08999633789062,102.04000091552734,42421123,101.19000244140625,110.3499984741211
2018-02-06 19:00:00,119.3499984741211,104.66999816894531,72124496,93.7699966430664,102.04000091552734
2018-02-05 19:00:00,111.44000244140625,82.05999755859375,88216252,64.0,104.66999816894531
2018-02-04 19:00:00,109.25,106.8499984741211,58267696,74.7300033569336,82.05999755859375
2018-02-03 19:00:00,124.9800033569336,124.48999786376953,33951028,99.4000015258789,106.8499984741211
2018-02-02 19:00:00,129.9499969482422,121.62999725341797,29901510,107.36000061035156,124.48999786376953
2018-02-01 19:00:00,131.77000427246094,125.56999969482422,79912243,93.94999694824219,121.62999725341797
2018-01-31 19:00:00,147.32000732421875,145.75,47844293,114.12999725341797,125.58999633789062
2018-01-30 19:00:00,147.49000549316406,143.60000610351562,37414174,131.25999450683594,145.74000549316406
2018-01-29 19:00:00,169.02000427246094,166.58999633789062,67979718,135.9499969482422,143.60000610351562
2018-01-28 19:00:00,167.57000732421875,152.92999267578125,48284014,149.97999572753906,166.58999633789062
