time,open,high,volume,low,close
2018-04-18 18:22:30,8.5,9.109999656677246,47251944,8.449999809265137,9.09000015258789
2018-04-16 19:00:00,8.119999885559082,9.100000381469727,83929179,8.09000015258789,8.5
2018-04-15 19:00:00,8.529999732971191,8.529999732971191,61235004,7.809999942779541,8.119999885559082
2018-04-14 19:00:00,8.710000038146973,8.8100004196167,80533722,7.809999942779541,8.529999732971191
2018-04-13 19:00:00,8.819999694824219,9.229999542236328,81661653,8.109999656677246,8.710000038146973
2018-04-12 19:00:00,8.829999923706055,9.569999694824219,135286684,8.600000381469727,8.819999694824219
2018-04-11 19:00:00,8.520000457763672,9.279999732971191,234863030,7.860000133514404,8.829999923706055
2018-04-10 19:00:00,6.0,8.899999618530273,217616413,5.96999979019165,8.520000457763672
2018-04-09 19:00:00,5.860000133514404,6.079999923706055,20718978,5.75,6.0
2018-04-08 19:00:00,5.980000019073486,6.090000152587891,22941517,5.75,5.860000133514404
2018-04-07 19:00:00,5.900000095367432,6.019999980926514,12273126,5.840000152587891,5.980000019073486
2018-04-06 19:00:00,5.840000152587891,6.010000228881836,15067894,5.78000020980835,5.900000095367432
2018-04-05 19:00:00,6.329999923706055,6.380000114440918,52669141,5.670000076293945,5.840000152587891
2018-04-04 19:00:00,5.670000076293945,6.409999847412109,51809541,5.409999847412109,6.329999923706055
2018-04-03 19:00:00,6.019999980926514,6.070000171661377,23165677,5.5,5.670000076293945
2018-04-02 19:00:00,5.820000171661377,6.150000095367432,26234452,5.739999771118164,6.019999980926514
2018-04-01 19:00:00,5.599999904632568,5.900000095367432,27703153,5.5,5.820000171661377
2018-03-31 19:00:00,5.929999828338623,5.989999771118164,48725464,5.119999885559082,5.599999904632568
2018-03-30 19:00:00,6.010000228881836,6.159999847412109,24496899,5.860000133514404,5.929999828338623
2018-03-29 19:00:00,5.880000114440918,6.179999828338623,60017503,5.699999809265137,6.010000228881836
2018-03-28 19:00:00,6.199999809265137,6.289999961853027,69581065,5.75,5.880000114440918
2018-03-27 19:00:00,5.800000190734863,6.5,49373112,5.619999885559082,6.199999809265137
2018-03-26 19:00:00,5.78000020980835,6.519999980926514,109861151,5.179999828338623,5.800000190734863
2018-03-25 19:00:00,6.429999828338623,6.510000228881836,89497826,5.260000228881836,5.78000020980835
2018-03-24 20:00:00,6.510000228881836,6.670000076293945,25159269,6.369999885559082,6.429999828338623
2018-03-23 20:00:00,6.940000057220459,7.079999923706055,42126043,6.480000019073486,6.510000228881836
