time,close,volume,low,high,open
2018-01-05 09:30:00,1102.22998046875,1279100,1092.0,1104.25,1094.0
2018-01-04 09:30:00,1086.4000244140625,1004600,1084.001953125,1093.5699462890625,1088.0
2018-01-03 09:30:00,1082.47998046875,1430200,1063.2099609375,1086.2900390625,1064.31005859375
2018-01-02 09:30:00,1065.0,1237600,1045.22998046875,1066.93994140625,1048.3399658203125
2017-12-29 09:30:00,1046.4000244140625,887500,1044.9000244140625,1049.699951171875,1046.719970703125
2017-12-28 09:30:00,1048.1400146484375,837100,1044.77001953125,1054.75,1051.5999755859375
2017-12-27 09:30:00,1049.3699951171875,1271900,1048.050048828125,1058.3699951171875,1057.3900146484375
2017-12-26 09:30:00,1056.739990234375,760600,1050.199951171875,1060.1199951171875,1058.0699462890625
2017-12-22 09:30:00,1060.1199951171875,755100,1059.43994140625,1064.199951171875,1061.1099853515625
2017-12-21 09:30:00,1063.6300048828125,995700,1061.7939453125,1069.3299560546875,1064.949951171875
2017-12-20 09:30:00,1064.949951171875,1268600,1061.52001953125,1073.3800048828125,1071.780029296875
2017-12-19 09:30:00,1070.6800537109375,1338700,1063.550048828125,1076.8399658203125,1075.199951171875
2017-12-18 09:30:00,1077.1400146484375,1554600,1062.0,1078.489990234375,1066.0799560546875
2017-12-15 09:30:00,1064.18994140625,3275900,1049.5,1067.6199951171875,1054.6099853515625
2017-12-14 09:30:00,1049.1500244140625,1558700,1043.1099853515625,1058.5,1045.0
2017-12-13 09:30:00,1040.6099853515625,1282700,1038.3800048828125,1046.6650390625,1046.1199951171875
2017-12-12 09:30:00,1040.47998046875,1279500,1033.68994140625,1050.31005859375,1039.6300048828125
2017-12-11 09:30:00,1041.0999755859375,1192800,1032.050048828125,1043.800048828125,1035.5
2017-12-08 09:30:00,1037.050048828125,1290800,1032.52197265625,1042.050048828125,1037.489990234375
2017-12-07 09:30:00,1030.9300537109375,1458200,1018.0709838867188,1034.239990234375,1020.4299926757812
2017-12-06 09:30:00,1018.3800048828125,1272000,1001.1400146484375,1024.969970703125,1001.5
2017-12-05 09:30:00,1005.1500244140625,2067300,988.280029296875,1020.6099853515625,995.9400024414062
2017-12-04 09:30:00,998.6799926757812,1906400,995.5700073242188,1016.0999755859375,1012.6599731445312
2017-12-01 09:30:00,1010.1699829101562,1909600,1002.02001953125,1022.489990234375,1015.7999877929688
2017-11-30 09:30:00,1021.4099731445312,1724000,1015.0,1028.489990234375,1022.3699951171875
2017-11-29 09:30:00,1021.6599731445312,2459400,1015.6500244140625,1044.0799560546875,1042.6800537109375
2017-11-28 09:30:00,1047.4100341796875,1424400,1040.0,1062.375,1055.0899658203125
2017-11-27 09:30:00,1054.2099609375,1307900,1038.43994140625,1055.4599609375,1040.0
2017-11-24 09:30:00,1040.6099853515625,537000,1035.0,1043.177978515625,1035.8699951171875
2017-11-22 09:30:00,1035.9599609375,746300,1031.4300537109375,1039.7060546875,1035.0
2017-11-21 09:30:00,1034.489990234375,1097000,1022.655029296875,1035.1099853515625,1023.3099975585938
2017-11-20 09:30:00,1018.3800048828125,953500,1017.5,1022.6099853515625,1020.260009765625
2017-11-17 09:30:00,1019.0900268554688,1397100,1017.75,1034.4200439453125,1034.010009765625
2017-11-16 09:30:00,1032.5,1129700,1022.52001953125,1035.9200439453125,1022.52001953125
2017-11-15 09:30:00,1020.9099731445312,854000,1015.4199829101562,1024.0899658203125,1019.2100219726562
2017-11-14 09:30:00,1026.0,959200,1014.1500244140625,1026.81005859375,1022.5900268554688
2017-11-13 09:30:00,1025.75,885800,1022.5700073242188,1031.5799560546875,1023.4199829101562
2017-11-10 09:30:00,1028.0699462890625,720000,1025.280029296875,1030.760009765625,1026.4599609375
2017-11-09 09:30:00,1031.260009765625,1245200,1019.666015625,1033.989990234375,1033.989990234375
2017-11-08 09:30:00,1039.8499755859375,1088700,1028.449951171875,1043.52197265625,1030.52001953125
2017-11-07 09:30:00,1033.3299560546875,1112300,1025.1300048828125,1033.969970703125,1027.27001953125
2017-11-06 09:30:00,1025.9000244140625,1125200,1025.0,1034.8699951171875,1028.989990234375
2017-11-03 09:30:00,1032.47998046875,1076400,1020.3099975585938,1032.6500244140625,1022.1099853515625
2017-11-02 09:30:00,1025.5799560546875,1049000,1013.010009765625,1028.0899658203125,1021.760009765625
2017-11-01 09:30:00,1025.5,1373400,1016.9500122070312,1029.6700439453125,1017.2100219726562
2017-10-31 09:30:00,1016.6400146484375,1330700,1010.4199829101562,1024.0,1015.219970703125
2017-10-30 09:30:00,1017.1099853515625,2085100,1007.5,1024.969970703125,1014.0
2017-10-27 09:30:00,1019.27001953125,5167700,1008.2000122070312,1048.3900146484375,1009.1900024414062
2017-10-26 09:30:00,972.5599975585938,2042100,972.2000122070312,987.5999755859375,980.0
2017-10-25 09:30:00,973.3300170898438,1211300,960.52001953125,976.0900268554688,968.3699951171875
2017-10-24 09:30:00,970.5399780273438,1212200,961.0,972.22998046875,970.0
2017-10-23 09:30:00,968.4500122070312,1478400,966.1199951171875,989.52001953125,989.52001953125
2017-10-20 09:30:00,988.2000122070312,1183200,984.5800170898438,991.0,989.4400024414062
2017-10-19 09:30:00,984.4500122070312,1313600,978.3900146484375,988.8800048828125,986.0
2017-10-18 09:30:00,992.8099975585938,1057600,986.9749755859375,996.719970703125,991.77001953125
2017-10-17 09:30:00,992.1799926757812,1290200,988.5900268554688,996.4400024414062,990.2899780273438
2017-10-16 09:30:00,992.0,910500,984.0,993.906982421875,992.0999755859375
2017-10-13 09:30:00,989.6799926757812,1169800,989.0,997.2100219726562,992.0
2017-10-12 09:30:00,987.8300170898438,1262400,985.0,994.1199951171875,987.4500122070312
2017-10-11 09:30:00,989.25,1693300,972.25,990.7100219726562,973.719970703125
2017-10-10 09:30:00,972.5999755859375,968400,966.0800170898438,981.5700073242188,980.0
2017-10-09 09:30:00,977.0,891400,976.1099853515625,985.4249877929688,980.0
2017-10-06 09:30:00,978.8900146484375,1173900,963.3599853515625,979.4600219726562,966.7000122070312
2017-10-05 09:30:00,969.9600219726562,1213800,955.1799926757812,970.9099731445312,955.489990234375
2017-10-04 09:30:00,951.6799926757812,952400,950.6900024414062,960.3900146484375,957.0
2017-10-03 09:30:00,957.7899780273438,888300,949.1400146484375,958.0,954.0
2017-10-02 09:30:00,953.27001953125,1283400,947.8400268554688,962.5399780273438,959.97998046875
2017-09-29 09:30:00,959.1099853515625,1581000,951.510009765625,959.7860107421875,952.0
2017-09-28 09:30:00,949.5,1020300,940.5499877929688,950.6900024414062,941.3599853515625
2017-09-27 09:30:00,944.489990234375,2239400,927.739990234375,949.9000244140625,927.739990234375
2017-09-26 09:30:00,924.8599853515625,1666900,921.1400146484375,930.8200073242188,923.719970703125
2017-09-25 09:30:00,920.969970703125,1856800,909.7000122070312,926.4000244140625,925.4500122070312
2017-09-22 09:30:00,928.530029296875,1052700,926.47998046875,934.72998046875,927.75
2017-09-21 09:30:00,932.4500122070312,1290600,923.8300170898438,936.530029296875,933.0
2017-09-20 09:30:00,931.5800170898438,1669800,922.0,933.8800048828125,922.97998046875
2017-09-19 09:30:00,921.8099975585938,936700,912.5499877929688,922.4199829101562,917.4199829101562
2017-09-18 09:30:00,915.0,1306900,910.5999755859375,922.0800170898438,920.010009765625
2017-09-15 09:30:00,920.2899780273438,2505400,916.3599853515625,926.489990234375,924.6599731445312
2017-09-14 09:30:00,925.1099853515625,1397600,924.0,932.77001953125,931.25
2017-09-13 09:30:00,935.0900268554688,1102600,929.8599853515625,937.25,930.6599731445312
2017-09-12 09:30:00,932.0700073242188,1134400,923.8610229492188,933.47998046875,932.5900268554688
2017-09-11 09:30:00,929.0800170898438,1267000,926.9199829101562,938.3800048828125,934.25
2017-09-08 09:30:00,926.5,1011500,924.8800048828125,936.989990234375,936.489990234375
2017-09-07 09:30:00,935.9500122070312,1212700,923.6199951171875,936.4099731445312,931.72998046875
2017-09-06 09:30:00,927.8099975585938,1527700,919.27001953125,930.9149780273438,930.1500244140625
2017-09-05 09:30:00,928.4500122070312,1326400,921.9600219726562,937.0,933.0800170898438
2017-09-01 09:30:00,937.3400268554688,947400,935.1500244140625,942.47998046875,941.1300048828125
2017-08-31 09:30:00,939.3300170898438,1582600,931.760009765625,941.97998046875,931.760009765625
2017-08-30 09:30:00,929.5700073242188,1301200,919.6500244140625,930.8189697265625,920.0499877929688
2017-08-29 09:30:00,921.2899780273438,1185600,905.0,923.3300170898438,905.0999755859375
2017-08-28 09:30:00,913.8099975585938,1086500,911.8699951171875,919.2449951171875,916.0
2017-08-25 09:30:00,915.8900146484375,1053400,915.5,925.5549926757812,923.489990234375
2017-08-24 09:30:00,921.280029296875,1270300,915.5,930.8400268554688,928.6599731445312
2017-08-23 09:30:00,927.0,1090200,919.3599853515625,929.9299926757812,921.9299926757812
2017-08-22 09:30:00,924.6900024414062,1166700,911.4749755859375,925.8599853515625,912.719970703125
2017-08-21 09:30:00,906.6599731445312,943400,903.4000244140625,913.0,910.0
2017-08-18 09:30:00,910.6699829101562,1342700,907.1539916992188,915.2750244140625,910.3099975585938
2017-08-17 09:30:00,910.97998046875,1277200,910.97998046875,926.8599853515625,925.780029296875
2017-08-16 09:30:00,926.9600219726562,1006700,923.4450073242188,932.7000122070312,925.2899780273438
2017-08-15 09:30:00,922.219970703125,883400,919.8200073242188,926.5499877929688,924.22998046875
2017-08-14 09:30:00,922.6699829101562,1064500,918.1900024414062,924.6680297851562,922.530029296875
2017-08-11 09:30:00,914.3900146484375,1206800,905.5800170898438,917.780029296875,907.969970703125
2017-08-10 09:30:00,907.239990234375,1824000,906.1300048828125,919.260009765625,917.5499877929688
2017-08-09 09:30:00,922.9000244140625,1192100,917.25,925.97998046875,920.6099853515625
2017-08-08 09:30:00,926.7899780273438,1061600,925.6099853515625,935.8140258789062,927.0900268554688
2017-08-07 09:30:00,929.3599853515625,1032200,926.5,931.7000122070312,929.0599975585938
2017-08-04 09:30:00,927.9600219726562,1082300,923.030029296875,930.3070068359375,926.75
2017-08-03 09:30:00,923.6500244140625,1202500,922.239990234375,932.239990234375,930.3400268554688
2017-08-02 09:30:00,930.3900146484375,1824400,916.6799926757812,932.5999755859375,928.6099853515625
2017-08-01 09:30:00,930.8300170898438,1277700,929.260009765625,937.447021484375,932.3800048828125
2017-07-31 09:30:00,930.5,1970100,926.0399780273438,943.5900268554688,941.8900146484375
2017-07-28 09:30:00,941.530029296875,1846400,927.5,943.8300170898438,929.4000244140625
2017-07-27 09:30:00,934.0900268554688,3213000,920.0,951.780029296875,951.780029296875
2017-07-26 09:30:00,947.7999877929688,2088300,942.2789916992188,955.0,954.6799926757812
2017-07-25 09:30:00,950.7000122070312,4661000,945.4000244140625,959.7000122070312,953.8099975585938
2017-07-24 09:30:00,980.3400268554688,3248300,970.77001953125,986.2000122070312,972.219970703125
2017-07-21 09:30:00,972.9199829101562,1711000,960.1500244140625,973.22998046875,962.25
2017-07-20 09:30:00,968.1500244140625,1624500,961.510009765625,975.9000244140625,975.0
2017-07-19 09:30:00,970.8900146484375,1224500,964.030029296875,973.0399780273438,967.8400268554688
2017-07-18 09:30:00,965.4000244140625,1154000,950.5999755859375,968.0399780273438,953.0
2017-07-17 09:30:00,953.4199829101562,1165500,949.2410278320312,960.739990234375,957.0
2017-07-14 09:30:00,955.989990234375,1053800,948.0050048828125,956.9099731445312,952.0
2017-07-13 09:30:00,947.1599731445312,1294700,943.010009765625,954.4500122070312,946.2899780273438
2017-07-12 09:30:00,943.8300170898438,1532100,934.469970703125,946.2999877929688,938.6799926757812
2017-07-11 09:30:00,930.0900268554688,1113200,922.0,931.4299926757812,929.5399780273438
2017-07-10 09:30:00,928.7999877929688,1192800,919.5900268554688,930.3800048828125,921.77001953125
2017-07-07 09:30:00,918.5900268554688,1637800,908.8499755859375,921.5399780273438,908.8499755859375
2017-07-06 09:30:00,906.6900024414062,1424500,899.7000122070312,914.9439697265625,904.1199951171875
2017-07-05 09:30:00,911.7100219726562,1813900,898.5,914.510009765625,901.760009765625
2017-07-03 09:30:00,898.7000122070312,1709800,894.7899780273438,913.9400024414062,912.1799926757812
2017-06-30 09:30:00,908.72998046875,2090200,908.3099975585938,926.0499877929688,926.0499877929688
2017-06-29 09:30:00,917.7899780273438,3299200,910.6199951171875,931.260009765625,929.9199829101562
2017-06-28 09:30:00,940.489990234375,2721400,916.0,942.75,929.0
2017-06-27 09:30:00,927.3300170898438,2579900,926.8499755859375,948.2899780273438,942.4600219726562
2017-06-26 09:30:00,952.27001953125,1598400,950.7899780273438,973.3099975585938,969.9000244140625
2017-06-23 09:30:00,965.5900268554688,1527900,954.2000122070312,966.0,956.8300170898438
2017-06-22 09:30:00,957.0900268554688,941400,954.5499877929688,960.719970703125,958.7000122070312
2017-06-21 09:30:00,959.4500122070312,1202200,950.760009765625,960.0999755859375,953.6400146484375
2017-06-20 09:30:00,950.6300048828125,1126000,950.010009765625,961.6199951171875,957.52001953125
2017-06-19 09:30:00,957.3699951171875,1533300,949.0499877929688,959.989990234375,949.9600219726562
2017-06-16 09:30:00,939.780029296875,3094700,931.594970703125,942.0399780273438,940.0
2017-06-15 09:30:00,942.3099975585938,2133100,924.4400024414062,943.3389892578125,933.969970703125
2017-06-14 09:30:00,950.760009765625,1489700,942.25,961.1500244140625,959.9199829101562
2017-06-13 09:30:00,953.4000244140625,2013300,944.0900268554688,959.97998046875,951.9099731445312
2017-06-12 09:30:00,942.9000244140625,3763500,915.2329711914062,949.35498046875,939.5599975585938
2017-06-09 09:30:00,949.8300170898438,3309400,935.6300048828125,984.5,984.5
2017-06-08 09:30:00,983.4099731445312,1471500,977.2000122070312,984.5700073242188,982.3499755859375
2017-06-07 09:30:00,980.9400024414062,1453900,975.9400024414062,983.97998046875,980.0
2017-06-06 09:30:00,976.5700073242188,1814600,975.1400146484375,988.25,983.1599731445312
2017-06-05 09:30:00,983.6799926757812,1252100,975.0999755859375,986.9099731445312,976.5499877929688
2017-06-02 09:30:00,975.5999755859375,1751000,966.0,975.8800048828125,969.4600219726562
2017-06-01 09:30:00,966.9500122070312,1410500,960.010009765625,971.5,968.9500122070312
2017-05-31 09:30:00,964.8599853515625,2448100,960.1799926757812,979.27001953125,975.02001953125
2017-05-30 09:30:00,975.8800048828125,1466700,969.489990234375,976.2000122070312,970.3099975585938
2017-05-26 09:30:00,971.469970703125,1252000,965.030029296875,974.97998046875,969.7000122070312
2017-05-25 09:30:00,969.5399780273438,1660500,955.469970703125,972.6290283203125,957.3300170898438
2017-05-24 09:30:00,954.9600219726562,1024800,949.5,955.0900268554688,952.97998046875
2017-05-23 09:30:00,948.8200073242188,1270800,942.5750122070312,951.4669799804688,947.9199829101562
2017-05-22 09:30:00,941.8599853515625,1120400,935.0,941.8829956054688,935.0
2017-05-19 09:30:00,934.010009765625,1393000,931.0,937.7550048828125,931.469970703125
2017-05-18 09:30:00,930.239990234375,1596900,918.75,933.1699829101562,921.0
2017-05-17 09:30:00,919.6199951171875,2362100,918.1400146484375,939.3330078125,935.6699829101562
2017-05-16 09:30:00,943.0,969500,937.5800170898438,943.1099853515625,940.0
2017-05-15 09:30:00,937.0800170898438,1108100,929.3400268554688,938.25,932.9500122070312
2017-05-12 09:30:00,932.219970703125,1050600,927.8499755859375,933.4400024414062,931.530029296875
2017-05-11 09:30:00,930.5999755859375,835000,923.030029296875,932.530029296875,925.3200073242188
2017-05-10 09:30:00,928.780029296875,1173900,925.1599731445312,932.0,931.97998046875
2017-05-09 09:30:00,932.1699829101562,1581800,929.530029296875,937.5,936.9500122070312
2017-05-08 09:30:00,934.2999877929688,1329800,925.260009765625,936.9249877929688,926.1199951171875
2017-05-05 09:30:00,927.1300048828125,1911300,925.2000122070312,934.9000244140625,933.5399780273438
2017-05-04 09:30:00,931.6599731445312,1422100,924.5900268554688,935.9299926757812,926.0700073242188
2017-05-03 09:30:00,927.0399780273438,1499500,912.5430297851562,928.0999755859375,914.8599853515625
2017-05-02 09:30:00,916.4400024414062,1587200,909.4530029296875,920.77001953125,909.6199951171875
2017-05-01 09:30:00,912.5700073242188,2116000,901.4500122070312,915.6799926757812,901.9400024414062
2017-04-28 09:30:00,905.9600219726562,3219500,905.77001953125,916.8499755859375,910.6599731445312
2017-04-27 09:30:00,874.25,2026800,870.3800048828125,875.4000244140625,873.5999755859375
2017-04-26 09:30:00,871.72998046875,1237200,867.7479858398438,876.0499877929688,874.22998046875
2017-04-25 09:30:00,872.2999877929688,1672000,862.8099975585938,875.0,865.0
2017-04-24 09:30:00,862.760009765625,1372500,849.8599853515625,863.4500122070312,851.2000122070312
2017-04-21 09:30:00,843.1900024414062,1323600,840.5999755859375,843.8800048828125,842.8800048828125
2017-04-20 09:30:00,841.6500244140625,959000,839.3200073242188,845.2000122070312,841.4400024414062
2017-04-19 09:30:00,838.2100219726562,954200,836.2899780273438,842.219970703125,839.7899780273438
2017-04-18 09:30:00,836.8200073242188,836700,832.7100219726562,838.9299926757812,834.219970703125
2017-04-17 09:30:00,837.1699829101562,895000,824.469970703125,837.75,825.010009765625
2017-04-13 09:30:00,823.5599975585938,1122400,821.4400024414062,826.3800048828125,822.1400146484375
2017-04-12 09:30:00,824.3200073242188,900500,821.02001953125,826.6599731445312,821.9299926757812
2017-04-11 09:30:00,823.3499755859375,1079700,817.02001953125,827.427001953125,824.7100219726562
2017-04-10 09:30:00,824.72998046875,978900,823.77001953125,829.3499755859375,825.3900146484375
2017-04-07 09:30:00,824.6699829101562,1057300,820.5130004882812,828.4849853515625,827.9600219726562
2017-04-06 09:30:00,827.8800048828125,1254400,826.4600219726562,836.3900146484375,832.4000244140625
2017-04-05 09:30:00,831.4099731445312,1555300,830.719970703125,842.4500122070312,835.510009765625
2017-04-04 09:30:00,834.5700073242188,1045400,829.0360107421875,835.1799926757812,831.3599853515625
2017-04-03 09:30:00,838.5499877929688,1671500,829.219970703125,840.8499755859375,829.219970703125
2017-03-31 09:30:00,829.5599975585938,1401900,827.3900146484375,831.6400146484375,828.969970703125
2017-03-30 09:30:00,831.5,1055300,829.0,833.6799926757812,833.5
2017-03-29 09:30:00,831.4099731445312,1786300,822.3800048828125,832.7650146484375,825.0
2017-03-28 09:30:00,820.9199829101562,1620500,814.0269775390625,825.989990234375,820.4099731445312
2017-03-27 09:30:00,819.510009765625,1894300,803.3699951171875,821.6300048828125,806.9500122070312
2017-03-24 09:30:00,814.4299926757812,1981000,808.8900146484375,821.9299926757812,820.0800170898438
2017-03-23 09:30:00,817.5800170898438,3487100,812.2570190429688,822.5700073242188,821.0
2017-03-22 09:30:00,829.5900268554688,1401500,827.1799926757812,835.5499877929688,831.9099731445312
2017-03-21 09:30:00,830.4600219726562,2463500,829.02001953125,853.5,851.4000244140625
2017-03-20 09:30:00,848.4000244140625,1231500,845.1500244140625,850.219970703125,850.010009765625
2017-03-17 09:30:00,852.1199951171875,1712300,847.1099853515625,853.4000244140625,851.6099853515625
2017-03-16 09:30:00,848.780029296875,977600,846.1300048828125,850.8499755859375,849.030029296875
2017-03-15 09:30:00,847.2000122070312,1381500,840.77001953125,848.6300048828125,847.5900268554688
2017-03-14 09:30:00,845.6199951171875,779900,840.7999877929688,847.239990234375,843.6400146484375
2017-03-13 09:30:00,845.5399780273438,1223600,843.25,848.6849975585938,844.0
2017-03-10 09:30:00,843.25,1704000,839.5,844.9099731445312,843.280029296875
2017-03-09 09:30:00,838.6799926757812,1261500,834.2100219726562,842.0,836.0
2017-03-08 09:30:00,835.3699951171875,989800,831.7899780273438,838.1500244140625,833.510009765625
2017-03-07 09:30:00,831.9099731445312,1037600,826.52001953125,833.4099731445312,827.4000244140625
2017-03-06 09:30:00,827.780029296875,1109000,822.4000244140625,828.8800048828125,826.9500122070312
2017-03-03 09:30:00,829.0800170898438,896400,825.7509765625,831.3599853515625,830.5599975585938
2017-03-02 09:30:00,830.6300048828125,942500,829.6400146484375,834.510009765625,833.8499755859375
2017-03-01 09:30:00,835.239990234375,1496500,827.260009765625,836.2550048828125,828.8499755859375
2017-02-28 09:30:00,823.2100219726562,2260800,820.2000122070312,828.5399780273438,825.6099853515625
2017-02-27 09:30:00,829.280029296875,1101500,824.0,830.5,824.5499877929688
2017-02-24 09:30:00,828.6400146484375,1392200,824.2000122070312,829.0,827.72998046875
2017-02-23 09:30:00,831.3300170898438,1472800,822.8800048828125,832.4600219726562,830.1199951171875
2017-02-22 09:30:00,830.760009765625,982900,828.6400146484375,833.25,828.6599731445312
2017-02-21 09:30:00,831.6599731445312,1262300,828.3499755859375,833.4500122070312,828.6599731445312
2017-02-17 09:30:00,828.0700073242188,1611000,821.655029296875,828.0700073242188,823.02001953125
2017-02-16 09:30:00,824.1599731445312,1287600,818.97998046875,824.4000244140625,819.9299926757812
2017-02-15 09:30:00,818.97998046875,1313600,818.469970703125,823.0,819.3599853515625
2017-02-14 09:30:00,820.4500122070312,1053600,816.0,823.0,819.0
2017-02-13 09:30:00,819.239990234375,1213300,815.489990234375,820.958984375,816.0
2017-02-10 09:30:00,813.6699829101562,1135000,809.780029296875,815.25,811.7000122070312
2017-02-09 09:30:00,809.5599975585938,989700,804.5399780273438,810.6599731445312,809.510009765625
2017-02-08 09:30:00,808.3800048828125,1155300,803.1900024414062,811.8400268554688,807.0
2017-02-07 09:30:00,806.969970703125,1241200,801.780029296875,810.5,803.989990234375
2017-02-06 09:30:00,801.3400268554688,1184500,795.25,801.6699829101562,799.7000122070312
2017-02-03 09:30:00,801.489990234375,1463400,800.3699951171875,806.0,802.989990234375
2017-02-02 09:30:00,798.530029296875,1532100,792.0,802.7000122070312,793.7999877929688
2017-02-01 09:30:00,795.6950073242188,2029700,791.1900024414062,801.1900024414062,799.6799926757812
2017-01-31 09:30:00,796.7899780273438,2160600,790.52001953125,801.25,796.8599853515625
2017-01-30 09:30:00,802.3200073242188,3246600,799.7999877929688,815.8400268554688,814.6599731445312
2017-01-27 09:30:00,823.3099975585938,2965800,820.4400024414062,841.9500122070312,834.7100219726562
2017-01-26 09:30:00,832.1500244140625,2973900,827.010009765625,838.0,837.8099975585938
2017-01-25 09:30:00,835.6699829101562,1494500,825.0599975585938,835.77001953125,829.6199951171875
2017-01-24 09:30:00,823.8699951171875,1474000,817.8209838867188,825.9000244140625,822.2999877929688
2017-01-23 09:30:00,819.3099975585938,1963600,803.739990234375,820.8699951171875,807.25
2017-01-20 09:30:00,805.02001953125,1670000,801.6900024414062,806.9099731445312,806.9099731445312
2017-01-19 09:30:00,802.1749877929688,919300,801.7999877929688,809.47998046875,805.1199951171875
2017-01-18 09:30:00,806.0700073242188,1294400,800.989990234375,806.2050170898438,805.8099975585938
2017-01-17 09:30:00,804.6099853515625,1355800,800.3699951171875,807.1400146484375,807.0800170898438
2017-01-13 09:30:00,807.8800048828125,1099200,806.6900024414062,811.2239990234375,807.47998046875
2017-01-12 09:30:00,806.3599853515625,1353100,799.1699829101562,807.3900146484375,807.1400146484375
2017-01-11 09:30:00,807.9099731445312,1065900,801.3699951171875,808.1500244140625,805.0
2017-01-10 09:30:00,804.7899780273438,1176800,803.510009765625,809.1300048828125,807.8599853515625
2017-01-09 09:30:00,806.6500244140625,1272400,802.8300170898438,809.9660034179688,806.4000244140625
2017-01-06 09:30:00,806.1500244140625,1640200,792.2039794921875,807.9000244140625,795.260009765625
2017-01-05 09:30:00,794.02001953125,1335200,785.02001953125,794.47998046875,786.0800170898438
2017-01-04 09:30:00,786.9000244140625,1073000,783.1599731445312,791.3400268554688,788.3599853515625
2017-01-03 09:30:00,786.1400146484375,1657300,775.7999877929688,789.6300048828125,778.8099975585938
2016-12-30 09:30:00,771.8200073242188,1770000,770.4099731445312,782.780029296875,782.75
2016-12-29 09:30:00,782.7899780273438,742200,778.9199829101562,785.9299926757812,783.3300170898438
2016-12-28 09:30:00,785.0499877929688,1153800,783.2000122070312,794.22998046875,793.7000122070312
2016-12-27 09:30:00,791.5499877929688,789100,787.656982421875,797.8599853515625,790.6799926757812
