time,open,low,high,close,volume
2018-04-18 18:22:00,0.6549000144004822,0.652999997138977,0.7287999987602234,0.7250000238418579,71331736
2018-04-16 19:00:00,0.6638000011444092,0.6510000228881836,0.6816999912261963,0.6547999978065491,48476925
2018-04-15 19:00:00,0.6935999989509583,0.6348999738693237,0.6949999928474426,0.6638000011444092,50371103
2018-04-14 19:00:00,0.6401000022888184,0.6401000022888184,0.6959999799728394,0.6934999823570251,56571761
2018-04-13 19:00:00,0.6424000263214111,0.6216999888420105,0.6725000143051147,0.6401000022888184,59196723
2018-04-12 19:00:00,0.6416000127792358,0.6132000088691711,0.7077000141143799,0.6424000263214111,156289744
2018-04-11 19:00:00,0.5400999784469604,0.5029000043869019,0.6626999974250793,0.6416000127792358,149987432
2018-04-10 19:00:00,0.4909000098705292,0.48579999804496765,0.5558000206947327,0.539900004863739,38211367
2018-04-09 19:00:00,0.4862000048160553,0.47780001163482666,0.4934999942779541,0.4909000098705292,14635880
2018-04-08 19:00:00,0.49729999899864197,0.4749000072479248,0.5113999843597412,0.4862000048160553,29080366
2018-04-07 19:00:00,0.4846999943256378,0.48410001397132874,0.5012000203132629,0.49729999899864197,16618055
2018-04-06 19:00:00,0.4731000065803528,0.47130000591278076,0.49619999527931213,0.4846999943256378,23441856
2018-04-05 19:00:00,0.4885999858379364,0.459199994802475,0.49470001459121704,0.4731000065803528,25925305
2018-04-04 19:00:00,0.4902999997138977,0.4749999940395355,0.4975000023841858,0.4885999858379364,33139253
2018-04-03 19:00:00,0.5472999811172485,0.4860999882221222,0.552299976348877,0.4902999997138977,46939972
2018-04-02 19:00:00,0.4936999976634979,0.4918999969959259,0.5530999898910522,0.5472999811172485,56654630
2018-04-01 19:00:00,0.47870001196861267,0.47189998626708984,0.5034000277519226,0.4936999976634979,27904801
2018-03-31 19:00:00,0.5002999901771545,0.4551999866962433,0.5077999830245972,0.47870001196861267,39051078
2018-03-30 19:00:00,0.49889999628067017,0.492900013923645,0.5218999981880188,0.5002999901771545,33649410
2018-03-29 19:00:00,0.5030999779701233,0.4715000092983246,0.5256999731063843,0.49900001287460327,71841509
2018-03-28 19:00:00,0.5733000040054321,0.4975000023841858,0.5745000243186951,0.5030999779701233,68842916
2018-03-27 19:00:00,0.5702999830245972,0.5651000142097473,0.5885999798774719,0.5733000040054321,23514791
