time,volume,high,open,low,close
2018-03-19 14:31:57,43426388,11.7399997711,11.4099998474,11.3509998322,11.3999996185
2018-03-16 09:30:00,36931800,11.5500001907,11.4899997711,11.3199996948,11.470000267
2018-03-15 09:30:00,66373900,11.5500001907,11.4300003052,11.1899995804,11.4600000381
2018-03-14 09:30:00,80540800,11.720000267,11.6999998093,11.2600002289,11.3599996567
2018-03-13 09:30:00,174302600,12.0399999619,11.5,11.1000003815,11.6400003433
2018-03-12 09:30:00,83748700,11.8199996948,11.7600002289,11.4799995422,11.5200004578
2018-03-09 09:30:00,89674400,12.0399999619,12.029999733,11.5799999237,11.6999998093
2018-03-08 09:30:00,76011200,12.5900001526,12.3999996185,11.7399997711,11.970000267
2018-03-07 09:30:00,127603200,12.8199996948,11.5799999237,11.5500001907,12.2399997711
2018-03-06 09:30:00,46751200,12.0500001907,12.0100002289,11.7100000381,11.7600002289
2018-03-05 09:30:00,43734800,12.0600004196,11.6899995804,11.6099996567,11.9099998474
2018-03-02 09:30:00,58123500,11.9300003052,11.6700000763,11.4300003052,11.8100004196
2018-03-01 09:30:00,63207400,12.2700004578,12.2600002289,11.6599998474,11.8999996185
2018-02-28 09:30:00,43387500,12.7299995422,12.6599998474,12.1000003815,12.1099996567
2018-02-27 09:30:00,55975300,12.8800001144,12.4300003052,12.3900003433,12.529999733
2018-02-26 09:30:00,42265200,12.4300003052,12.1400003433,12.0500001907,12.4200000763
2018-02-23 09:30:00,33317600,12.1599998474,11.9499998093,11.9399995804,12.0699996948
2018-02-22 09:30:00,37886300,12.0,11.8199996948,11.6300001144,11.8400001526
2018-02-21 09:30:00,40195800,12.1199998856,12.1199998856,11.720000267,11.720000267
2018-02-20 09:30:00,47096500,12.1899995804,11.720000267,11.7100000381,12.0200004578
2018-02-16 09:30:00,47332300,12.2299995422,12.1099996567,11.8199996948,11.8199996948
2018-02-15 09:30:00,59593800,12.6300001144,12.3999996185,12.0699996948,12.1899995804
2018-02-14 09:30:00,51756800,12.3100004196,11.720000267,11.6300001144,12.1999998093
2018-02-13 09:30:00,33661400,11.8199996948,11.6000003815,11.529999733,11.779999733
2018-02-12 09:30:00,63160900,11.8000001907,11.470000267,11.4300003052,11.6800003052
2018-02-09 09:30:00,85458200,11.5699996948,11.5399999619,10.6300001144,11.3100004196
2018-02-08 09:30:00,56471800,11.8500003815,11.720000267,11.2100000381,11.220000267
2018-02-07 09:30:00,55758400,11.8999996185,11.6999998093,11.529999733,11.6000003815
2018-02-06 09:30:00,87123200,11.7399997711,11.0399999619,11.0,11.6499996185
2018-02-05 09:30:00,116568900,12.1800003052,12.0500001907,10.9300003052,11.5699996948
2018-02-02 09:30:00,79432600,13.0600004196,13.0500001907,12.4300003052,12.4499998093
2018-02-01 09:30:00,67543300,13.8400001526,13.6199998856,13.2100000381,13.25
2018-01-31 09:30:00,140977800,13.8500003815,13.2399997711,13.1499996185,13.7399997711
2018-01-30 09:30:00,91236400,13.2700004578,13.1199998856,12.6899995804,12.8699998856
2018-01-29 09:30:00,66645400,13.470000267,13.1300001144,13.0500001907,13.3199996948
2018-01-26 09:30:00,44239000,12.9499998093,12.6999998093,12.6199998856,12.9499998093
2018-01-25 09:30:00,42966600,12.9399995804,12.779999733,12.3199996948,12.4099998474
2018-01-24 09:30:00,41956400,13.0500001907,13.0200004578,12.6000003815,12.7100000381
2018-01-23 09:30:00,46417200,13.0,12.8199996948,12.7600002289,12.9399995804
2018-01-22 09:30:00,34758600,12.7399997711,12.6099996567,12.3699998856,12.6499996185
2018-01-19 09:30:00,46800700,12.8800001144,12.5600004196,12.5399999619,12.5900001526
2018-01-18 09:30:00,62086200,12.6800003052,12.1800003052,12.1499996185,12.470000267
2018-01-17 09:30:00,39020800,12.1899995804,11.8999996185,11.8199996948,12.1800003052
2018-01-16 09:30:00,42686600,12.1999998093,12.0500001907,11.8000001907,11.9099998474
2018-01-12 09:30:00,47149300,12.0699996948,11.8199996948,11.8000001907,12.0200004578
2018-01-11 09:30:00,38354900,12.1899995804,12.0699996948,11.8999996185,12.1400003433
2018-01-10 09:30:00,52561200,12.1499996185,11.6300001144,11.5600004196,11.9600000381
2018-01-09 09:30:00,62560900,12.0200004578,12.0,11.7100000381,11.8199996948
2018-01-08 09:30:00,63346000,12.3000001907,12.0100002289,11.8500003815,12.279999733
2018-01-05 09:30:00,63808900,12.220000267,12.1899995804,11.6599998474,11.8800001144
2018-01-04 09:30:00,109503000,12.4300003052,12.1000003815,11.970000267,12.1199998856
2018-01-03 09:30:00,154066700,12.1400003433,11.6099996567,11.3599996567,11.5500001907
2018-01-02 09:30:00,44146300,11.0200004578,10.4200000763,10.3400001526,10.9799995422
2017-12-29 09:30:00,26678900,10.5799999237,10.5699996948,10.2700004578,10.279999733
2017-12-28 09:30:00,18609400,10.6400003433,10.5699996948,10.4300003052,10.5500001907
2017-12-27 09:30:00,22921800,10.7399997711,10.4499998093,10.3999996185,10.529999733
2017-12-26 09:30:00,20437900,10.5799999237,10.3800001144,10.3400001526,10.4600000381
2017-12-22 09:30:00,50744500,10.7700004578,10.75,10.1999998093,10.5399999619
2017-12-21 09:30:00,21884300,11.0799999237,10.9799995422,10.8699998856,10.8900003433
2017-12-20 09:30:00,31420300,11.1800003052,11.1000003815,10.8000001907,10.9799995422
2017-12-19 09:30:00,43852900,11.1899995804,11.0,10.8699998856,10.9499998093
2017-12-18 09:30:00,63797700,11.0,10.6000003815,10.5100002289,10.9799995422
2017-12-15 09:30:00,45462300,10.3199996948,10.1300001144,10.0200004578,10.2899999619
2017-12-14 09:30:00,29006800,10.1700000763,10.1000003815,9.96000003815,10.1300001144
2017-12-13 09:30:00,41494800,10.2100000381,9.97000026703,9.94999980927,10.1099996567
2017-12-12 09:30:00,36211000,10.1400003433,10.1300001144,9.88000011444,9.89999961853
2017-12-11 09:30:00,29956400,10.1599998474,9.97000026703,9.96000003815,10.1599998474
2017-12-08 09:30:00,34897000,10.1999998093,10.1499996185,9.92000007629,9.93999958038
2017-12-07 09:30:00,32665600,10.1899995804,10.0699996948,9.94999980927,10.0399999619
2017-12-06 09:30:00,38952200,10.0500001907,9.89999961853,9.71000003815,10.0
2017-12-05 09:30:00,67304100,10.3400001526,9.89000034332,9.69999980927,9.90999984741
2017-12-04 09:30:00,97328300,10.8599996567,10.8500003815,9.81999969482,10.029999733
2017-12-01 09:30:00,42128800,10.970000267,10.8100004196,10.529999733,10.7299995422
2017-11-30 09:30:00,43205000,11.029999733,10.8699998856,10.7600002289,10.8900003433
2017-11-29 09:30:00,63333800,11.1700000763,11.0799999237,10.7299995422,10.8299999237
2017-11-28 09:30:00,65325700,11.5399999619,11.4499998093,11.0,11.1700000763
2017-11-27 09:30:00,41798300,11.7399997711,11.3400001526,11.3400001526,11.5500001907
2017-11-24 09:30:00,11035800,11.4200000763,11.3800001144,11.3000001907,11.3800001144
2017-11-22 09:30:00,23816500,11.4899997711,11.4099998474,11.3000001907,11.3699998856
2017-11-21 09:30:00,31881700,11.4899997711,11.4200000763,11.2399997711,11.3999996185
2017-11-20 09:30:00,35960200,11.5100002289,11.470000267,11.1899995804,11.3400001526
2017-11-17 09:30:00,56775600,11.75,11.3000001907,11.279999733,11.3800001144
2017-11-16 09:30:00,31800400,11.3199996948,11.1300001144,11.1300001144,11.25
2017-11-15 09:30:00,33524700,11.1300001144,11.0100002289,10.7700004578,11.0699996948
2017-11-14 09:30:00,37245000,11.2600002289,11.029999733,11.0,11.1199998856
2017-11-13 09:30:00,54068300,11.1999998093,11.1800003052,10.9200000763,11.0900001526
2017-11-10 09:30:00,50209900,11.4300003052,11.220000267,11.1199998856,11.2600002289
2017-11-09 09:30:00,76821200,11.3500003815,11.25,11.029999733,11.1199998856
2017-11-08 09:30:00,59065000,11.9499998093,11.9399995804,11.5100002289,11.7100000381
2017-11-07 09:30:00,67900200,12.2700004578,11.9399995804,11.9200000763,12.0500001907
2017-11-06 09:30:00,96349800,12.0900001526,12.0399999619,11.6400003433,11.9300003052
2017-11-03 09:30:00,44264300,11.1300001144,10.9499998093,10.8199996948,11.1199998856
2017-11-02 09:30:00,47942500,10.9899997711,10.8699998856,10.6599998474,10.8500003815
2017-11-01 09:30:00,66875500,11.2899999619,11.25,10.720000267,10.8000001907
2017-10-31 09:30:00,78600000,11.3100004196,10.7600002289,10.6899995804,10.9899997711
2017-10-30 09:30:00,137785100,11.4200000763,11.2600002289,10.6499996185,10.8900003433
2017-10-27 09:30:00,115650400,12.1899995804,12.1700000763,11.3500003815,11.8400001526
2017-10-26 09:30:00,87625400,12.4600000381,12.4499998093,12.0,12.0100002289
2017-10-25 09:30:00,166762100,13.1300001144,12.9499998093,12.2899999619,12.3299999237
2017-10-24 09:30:00,84891600,14.3599996567,14.1999998093,14.1499996185,14.25
2017-10-23 09:30:00,49838000,14.1899995804,13.9399995804,13.8999996185,14.1000003815
2017-10-20 09:30:00,32538900,14.0900001526,14.029999733,13.8000001907,13.8100004196
2017-10-19 09:30:00,33795700,14.0399999619,13.8500003815,13.6899995804,13.9499998093
2017-10-18 09:30:00,39020300,14.279999733,14.1999998093,13.7600002289,14.0699996948
