time,volume,close,high,open,low
2018-03-07 09:28:46,536594080,10632.3095703,10913.7001953,10735.0595703,10449.0703125
2018-03-05 19:00:00,1210081181,10735.4501953,11441.6503906,11440.3300781,10589.2802734
2018-03-04 19:00:00,791471905,11440.7304688,11694.1503906,11503.9404297,11431.5498047
2018-03-03 19:00:00,690727335,11504.4199219,11539.7900391,11465.3603516,11084.0097656
2018-03-02 19:00:00,812200126,11465.3603516,11530.6601562,11043.1201172,11043.1201172
2018-03-01 19:00:00,852908489,11043.1201172,11191.9404297,10929.3701172,10801.4501953
2018-02-28 19:00:00,952472120,10929.3701172,11090.2998047,10334.4404297,10247.5595703
2018-02-27 19:00:00,1126074675,10334.4404297,11067.7597656,10594.7597656,10303.1396484
2018-02-26 19:00:00,1060840699,10594.7597656,10879.3798828,10326.5,10154.2402344
2018-02-25 19:00:00,1181729273,10326.5,10457.5097656,9610.11035156,9411.8203125
2018-02-24 19:00:00,793093192,9610.11035156,9873.79003906,9705.73046875,9329.44042969
2018-02-23 19:00:00,1244484468,9705.73046875,10528.0,10175.5097656,9396.54003906
2018-02-22 19:00:00,1399448203,10175.5097656,10420.6699219,9847.95996094,9604.0
2018-02-21 19:00:00,1795951829,9847.95996094,10941.5703125,10481.6601562,9757.19042969
2018-02-20 19:00:00,1982721124,10481.6601562,11295.5800781,11256.7802734,10256.2099609
2018-02-19 19:00:00,1640343867,11256.4296875,11802.2304688,11182.2802734,11130.9501953
2018-02-18 19:00:00,1186535653,11182.2802734,11265.9599609,10418.1201172,10336.3203125
2018-02-17 19:00:00,1659704217,10417.2304688,11288.3398438,11097.2099609,10161.0097656
2018-02-16 19:00:00,1327921168,11097.2099609,11119.4501953,10188.7304688,10074.0703125
2018-02-15 19:00:00,1061827697,10188.7304688,10303.1396484,10033.75,9720.37988281
2018-02-14 19:00:00,1666668487,10033.75,10223.5800781,9485.63964844,9363.37988281
2018-02-13 19:00:00,1220863360,9485.63964844,9508.21972656,8544.69042969,8542.98046875
2018-02-12 19:00:00,853320352,8544.69042969,8955.15039062,8911.16992188,8379.34960938
2018-02-11 19:00:00,1085921871,8911.26953125,8997.33984375,8084.60986328,8084.41015625
2018-02-10 19:00:00,1013771945,8084.60986328,8573.34960938,8569.3203125,7862.31005859
2018-02-09 19:00:00,1348923336,8569.29003906,9081.49023438,8696.83007812,8176.25
2018-02-08 19:00:00,1348072086,8696.83007812,8743.20019531,8259.25976562,7775.35986328
2018-02-07 19:00:00,1594673973,8260.69042969,8643.94042969,7593.77978516,7590.47998047
2018-02-06 19:00:00,2159765331,7592.72021484,8572.6796875,7701.25,7208.85986328
2018-02-05 19:00:00,3397596513,7701.25,7932.37988281,6936.43017578,5968.35986328
2018-02-04 19:00:00,2534149181,6937.08007812,8391.29003906,8218.04980469,6627.31005859
2018-02-03 19:00:00,1413207410,8218.04980469,9400.99023438,9251.26953125,7889.83007812
2018-02-02 19:00:00,1253484523,9251.26953125,9504.37011719,8872.87011719,8194.6796875
2018-02-01 19:00:00,2768759876,8870.8203125,9147.9296875,9114.73046875,7786.20019531
2018-01-31 19:00:00,1964308989,9114.71972656,10280.8398438,10226.8603516,8726.95019531
2018-01-30 19:00:00,1230902973,10226.8603516,10377.9599609,10107.4003906,9698.12988281
2018-01-29 19:00:00,1720894077,10107.2597656,11263.7001953,11234.3203125,9871.20996094
2018-01-28 19:00:00,920836244,11233.9501953,11860.2900391,11767.7402344,11089.5195312
2018-01-27 19:00:00,1038153169,11767.7402344,12064.1904297,11460.3896484,11407.9404297
2018-01-26 19:00:00,1031091633,11459.7099609,11638.6904297,11104.3398438,10879.2001953
2018-01-25 19:00:00,1560135332,11104.2001953,11656.5400391,11175.8701172,10346.8603516
2018-01-24 19:00:00,1061064251,11175.8701172,11741.9199219,11428.1103516,10930.3398438
2018-01-23 19:00:00,1286435482,11429.0195312,11531.5996094,10853.7802734,10506.5498047
2018-01-22 19:00:00,1710180828,10858.2304688,11388.5195312,10814.5195312,9980.5
2018-01-21 19:00:00,1811992345,10814.5195312,11913.7402344,11549.9804688,10067.7597656
2018-01-20 19:00:00,1552755289,11549.9296875,12787.3496094,12783.5400391,11101.7304688
2018-01-19 19:00:00,1492721765,12783.9404297,13031.0400391,11521.8203125,11502.1103516
2018-01-18 19:00:00,1264875700,11521.7597656,11780.4902344,11175.5195312,10867.1796875
2018-01-17 19:00:00,2357251805,11175.5195312,12018.4296875,11162.7001953,10642.3300781
2018-01-16 19:00:00,3666978316,11162.7001953,11736.2998047,11282.4902344,9205.37988281
2018-01-15 19:00:00,3842651741,11282.4902344,13648.8398438,13634.5996094,10032.6904297
2018-01-14 19:00:00,1170462750,13631.9804688,14355.8203125,13638.6298828,13416.7099609
2018-01-13 19:00:00,1112590573,13638.6298828,14415.6699219,14244.1201172,13031.9101562
2018-01-12 19:00:00,1021352776,14243.1201172,14595.0400391,13841.1904297,13830.2802734
2018-01-11 19:00:00,1402292716,13841.1904297,14129.0800781,13308.0595703,12851.9101562
2018-01-10 19:00:00,2373494121,13308.0595703,14979.9599609,14920.3603516,12825.9501953
2018-01-09 19:00:00,2025083791,14919.4902344,14919.4902344,14468.0898438,13450.5400391
2018-01-08 19:00:00,1486802326,14468.5,15390.2802734,14976.1699219,14221.5498047
2018-01-07 19:00:00,2166366561,14976.1699219,16302.9199219,16228.2597656,13902.3095703
2018-01-06 19:00:00,1309532650,16228.1601562,17184.8105469,17174.5,15791.1298828
2018-01-05 19:00:00,1412703790,17172.3007812,17252.8496094,16954.7597656,16286.5703125
2018-01-04 19:00:00,2283988962,16954.7792969,17126.9492188,15180.0800781,14832.3603516
2018-01-03 19:00:00,1656714736,15180.0800781,15408.6601562,15156.4902344,14244.6699219
2018-01-02 19:00:00,1604206990,15156.6201172,15435.0097656,14754.0898438,14579.7099609
2018-01-01 19:00:00,1956783037,14754.1298828,15306.1298828,13444.8798828,12934.1601562
2017-12-31 19:00:00,1057521524,13444.8798828,13921.5302734,13850.4902344,12877.6699219
2017-12-30 19:00:00,1492142483,13850.4003906,14241.8203125,12532.3798828,12359.4296875
2017-12-29 19:00:00,2387311023,12531.5195312,14461.4599609,14392.1396484,11962.0898438
2017-12-28 19:00:00,1733583750,14392.5703125,15109.8095703,14398.4501953,13951.0800781
2017-12-27 19:00:00,2425912717,14398.7001953,15505.5097656,15416.3398438,13466.0703125
2017-12-26 19:00:00,2162831128,15416.6396484,16514.5898438,15757.0195312,14534.6601562
2017-12-25 19:00:00,2198577125,15756.5595703,16094.6699219,13830.1904297,13748.4902344
2017-12-24 19:00:00,1487888106,13833.4902344,14467.4296875,13789.9501953,13010.7099609
2017-12-23 19:00:00,2428437693,13789.9501953,14413.7197266,14396.6298828,12166.4501953
2017-12-22 19:00:00,2491903154,14396.4599609,15493.2304688,13664.9697266,13356.0703125
2017-12-21 19:00:00,6245731508,13664.9697266,15823.7197266,15632.1201172,10875.7099609
2017-12-20 19:00:00,2619295475,15632.1201172,17301.8300781,16461.0898438,14952.9804688
2017-12-19 19:00:00,3791752510,16461.9707031,17813.5996094,17521.7304688,15642.6904297
2017-12-18 19:00:00,3136709262,17523.6992188,19021.9707031,18971.1894531,16812.8007812
2017-12-17 19:00:00,2597510049,18972.3203125,19221.0996094,19065.7109375,18114.4199219
2017-12-16 19:00:00,2264650369,19065.7109375,19870.6191406,19346.5996094,18750.9101562
2017-12-15 19:00:00,2078806368,19345.4902344,19587.6992188,17594.0800781,17318.5390625
2017-12-14 19:00:00,2682351213,17604.8496094,17987.0292969,16467.9101562,16442.1992188
2017-12-13 19:00:00,1773813863,16467.9101562,16941.0800781,16286.8203125,16023.6396484
2017-12-12 19:00:00,2576055941,16286.8203125,17267.9609375,17083.9003906,15669.8603516
2017-12-11 19:00:00,2246138895,17083.9003906,17560.6503906,16733.2890625,16254.5302734
2017-12-10 19:00:00,2634267594,16732.4707031,17399.1796875,15060.4501953,15024.5595703
2017-12-09 19:00:00,2904037859,15059.5996094,15783.2001953,14839.9804688,13031.0
2017-12-08 19:00:00,2699876215,14843.4199219,16313.1796875,16048.1796875,13151.4697266
2017-12-07 19:00:00,4546014731,16047.6103516,17294.8496094,16867.9804688,13906.0996094
2017-12-06 19:00:00,4510225316,16850.3105469,16879.2597656,13750.0898438,13401.6103516
2017-12-05 19:00:00,2437037791,13749.5703125,13843.2001953,11667.1298828,11661.7597656
2017-12-04 19:00:00,1048839303,11667.1298828,11901.8701172,11624.3701172,11486.1298828
2017-12-03 19:00:00,1057859226,11623.9101562,11624.6298828,11244.2001953,10917.8095703
2017-12-02 19:00:00,1380012064,11246.2099609,11851.0898438,10912.7197266,10578.4296875
2017-12-01 19:00:00,950474241,10912.7304688,11175.2304688,10861.4697266,10715.5498047
2017-11-30 19:00:00,1353669597,10861.4697266,10942.7998047,9947.08007812,9420.9296875
2017-11-29 19:00:00,1836210107,9946.75976562,10689.0595703,9848.04980469,9023.76953125
2017-11-28 19:00:00,2418792360,9837.86035156,11417.8398438,9906.04003906,8938.70019531
2017-11-27 19:00:00,865328615,9906.04003906,9969.58007812,9732.62988281,9638.20019531
2017-11-26 19:00:00,1025175619,9733.20019531,9733.61035156,9318.41992188,9316.83984375
2017-11-25 19:00:00,782499976,9318.41992188,9474.62011719,8754.62011719,8746.55957031
2017-11-24 19:00:00,718483679,8754.69042969,8761.98046875,8203.45019531,8153.70019531
2017-11-23 19:00:00,595710405,8200.79980469,8332.94042969,8013.37988281,7900.16992188
2017-11-22 19:00:00,555465146,8013.41015625,8266.54980469,8234.5,8012.35009766
2017-11-21 19:00:00,539697375,8234.54980469,8304.37011719,8099.91992188,8091.62988281
2017-11-20 19:00:00,938345413,8099.97021484,8368.36035156,8245.87011719,7819.06005859
2017-11-19 19:00:00,617354329,8244.69042969,8294.12011719,8042.64013672,7947.27978516
2017-11-18 19:00:00,541391321,8042.64013672,8100.87011719,7781.02001953,7675.41015625
2017-11-17 19:00:00,571121111,7780.91015625,7857.52001953,7699.95019531,7458.89990234
2017-11-16 19:00:00,917599923,7699.95019531,8000.18994141,7853.68017578,7534.70019531
2017-11-15 19:00:00,1010130763,7853.68017578,7964.64013672,7283.02001953,7119.16992188
2017-11-14 19:00:00,922959468,7283.22021484,7330.06005859,6597.06005859,6596.93994141
2017-11-13 19:00:00,634604991,6597.06005859,6728.58984375,6522.45019531,6419.18017578
2017-11-12 19:00:00,1135256036,6522.45019531,6760.14990234,5878.08984375,5828.33984375
2017-11-11 19:00:00,1629165385,5878.12988281,6490.52978516,6339.87011719,5493.64013672
2017-11-10 19:00:00,878096915,6339.85986328,6821.5,6565.79980469,6197.87011719
2017-11-09 19:00:00,1513421266,6565.79980469,7318.97021484,7129.58984375,6406.04980469
2017-11-08 19:00:00,915963933,7129.58984375,7457.12011719,7444.35986328,7040.83007812
2017-11-07 19:00:00,1632547465,7444.35986328,7869.10009766,7102.22998047,7026.97021484
2017-11-06 19:00:00,716798409,7102.75,7222.37011719,6959.27001953,6957.79980469
2017-11-05 19:00:00,1148125488,6959.22998047,7429.70019531,7389.54980469,6934.72998047
2017-11-04 20:00:00,789287755,7389.54980469,7599.43994141,7363.79980469,7284.33007812
2017-11-03 20:00:00,773371754,7363.79980469,7492.24023438,7146.97998047,6957.83984375
2017-11-02 20:00:00,1120978013,7152.12011719,7445.62011719,7024.81005859,6938.93017578
2017-11-01 20:00:00,1663170039,7024.81005859,7339.91015625,6737.77978516,6737.77001953
2017-10-31 20:00:00,869798619,6737.77978516,6738.74023438,6449.10009766,6355.0
2017-10-30 20:00:00,637838767,6451.24023438,6467.20019531,6124.27978516,6090.83007812
2017-10-29 20:00:00,481600502,6124.27978516,6226.18017578,6147.70019531,6018.97021484
2017-10-28 19:00:00,966990808,6147.52001953,6295.43017578,5726.60986328,5679.37011719
2017-10-27 19:00:00,305611140,5726.60986328,5871.04003906,5764.56005859,5654.79980469
2017-10-26 19:00:00,488283724,5764.56005859,5997.83007812,5887.62011719,5692.31982422
2017-10-25 19:00:00,547664553,5887.60986328,5970.39990234,5734.0,5689.91992188
2017-10-24 19:00:00,585738379,5734.0,5747.95996094,5513.08007812,5375.64013672
2017-10-23 19:00:00,811951129,5513.08007812,5904.62988281,5903.60986328,5463.41015625
2017-10-22 19:00:00,801148315,5903.60986328,6048.97998047,5982.85986328,5644.22021484
2017-10-21 19:00:00,618893096,5982.85986328,6070.56005859,6006.64990234,5722.97998047
2017-10-20 19:00:00,684989667,6006.64990234,6187.20019531,5993.10986328,5874.54003906
2017-10-19 19:00:00,729487923,5993.10986328,6075.31982422,5698.62011719,5611.39013672
2017-10-18 19:00:00,469774559,5698.64990234,5737.41015625,5576.70996094,5517.62011719
2017-10-17 19:00:00,654722509,5575.83007812,5601.29980469,5598.58007812,5114.87011719
2017-10-16 19:00:00,368658284,5598.58007812,5773.31982422,5759.25,5521.08984375
2017-10-15 19:00:00,349154669,5759.33007812,5795.33007812,5677.35009766,5576.10009766
2017-10-14 19:00:00,571166215,5688.14013672,5862.68994141,5824.70996094,5448.22021484
2017-10-13 19:00:00,434406119,5824.70996094,5839.62011719,5637.25976562,5568.85986328
2017-10-12 19:00:00,1211469140,5637.25976562,5852.77978516,5432.62011719,5391.97021484
2017-10-11 19:00:00,848641969,5432.62011719,5432.62988281,4824.20019531,4814.97998047
2017-10-10 19:00:00,338533507,4824.20019531,4874.89013672,4763.35986328,4718.60009766
2017-10-09 19:00:00,475717720,4763.35986328,4930.0,4777.49023438,4722.81005859
2017-10-08 19:00:00,518586828,4777.49023438,4875.37988281,4611.70019531,4556.14990234
2017-10-07 19:00:00,323063950,4611.70019531,4622.87011719,4435.81005859,4419.35986328
2017-10-06 19:00:00,176332039,4435.81005859,4472.91992188,4371.93994141,4319.47998047
2017-10-05 19:00:00,269878225,4371.93994141,4422.14990234,4321.43994141,4296.93017578
2017-10-04 19:00:00,271914958,4321.43994141,4365.75976562,4218.66015625,4143.35009766
2017-10-03 19:00:00,272424730,4218.66015625,4355.29003906,4314.18017578,4183.56982422
2017-10-02 19:00:00,353046057,4314.18017578,4435.99023438,4401.31982422,4230.72998047
2017-10-01 19:00:00,314621927,4401.31982422,4477.37988281,4403.08984375,4364.66992188
2017-09-30 19:00:00,262485153,4403.08984375,4412.62011719,4360.62011719,4258.31982422
2017-09-29 19:00:00,290796939,4360.62011719,4383.27001953,4172.79003906,4164.25
2017-09-28 19:00:00,404599756,4172.79003906,4237.50976562,4195.64990234,4030.37011719
2017-09-27 19:00:00,386909537,4195.64990234,4274.64013672,4212.20019531,4112.87988281
2017-09-26 19:00:00,480358673,4212.20019531,4232.35009766,3892.69995117,3882.08007812
2017-09-25 19:00:00,248481868,3892.69995117,3982.31005859,3932.83007812,3858.75
2017-09-24 19:00:00,386674961,3932.83007812,3971.5,3667.52001953,3665.66992188
2017-09-23 19:00:00,183852135,3667.52001953,3790.88989258,3788.02001953,3633.87988281
2017-09-22 19:00:00,253370774,3788.02001953,3813.38989258,3600.83007812,3563.17993164
2017-09-21 19:00:00,414612501,3600.83007812,3753.51000977,3617.27001953,3505.81005859
2017-09-20 19:00:00,543570164,3617.27001953,3912.79003906,3882.15991211,3576.54003906
2017-09-19 19:00:00,342438072,3882.15991211,4053.04003906,3907.95996094,3846.76000977
2017-09-18 19:00:00,488897829,3907.95996094,4120.70996094,4100.27978516,3852.2199707
2017-09-17 19:00:00,586938661,4100.27978516,4122.75,3689.61010742,3689.0
2017-09-16 19:00:00,351250484,3689.61010742,3796.56005859,3698.91992188,3485.83007812
2017-09-15 19:00:00,627559216,3698.91992188,3893.66992188,3713.76000977,3551.83007812
2017-09-14 19:00:00,1519153953,3713.76000977,3824.42993164,3243.08007812,2979.87988281
2017-09-13 19:00:00,1118258889,3243.08007812,3930.68994141,3870.29003906,3218.97998047
2017-09-12 19:00:00,728385231,3870.29003906,4174.58007812,4158.91992188,3752.01000977
2017-09-11 19:00:00,453402207,4158.91992188,4387.75976562,4217.89990234,4074.9699707
2017-09-10 19:00:00,375254125,4217.89990234,4364.41992188,4245.89013672,4134.62011719
2017-09-09 19:00:00,451244396,4245.89013672,4338.08007812,4335.12988281,4032.14990234
2017-09-08 19:00:00,332195251,4335.12988281,4402.14990234,4326.45019531,4185.33007812
2017-09-07 19:00:00,786819863,4326.45019531,4699.58984375,4635.60009766,4130.87988281
2017-09-06 19:00:00,324939872,4635.60009766,4690.54980469,4618.70996094,4493.20019531
2017-09-05 19:00:00,504717245,4618.70996094,4660.04003906,4409.08007812,4401.52978516
2017-09-04 19:00:00,673846827,4409.08007812,4496.66992188,4267.45019531,4004.62011719
2017-09-03 19:00:00,737216060,4267.45019531,4621.00976562,4612.91992188,4098.58007812
2017-09-02 19:00:00,470135795,4612.91992188,4719.77978516,4573.79980469,4397.74023438
2017-09-01 19:00:00,747713818,4573.79980469,4976.52001953,4921.85009766,4448.64013672
2017-08-31 19:00:00,491140364,4921.85009766,4925.22998047,4735.10986328,4690.16992188
2017-08-30 19:00:00,338981145,4735.10986328,4765.06982422,4583.02001953,4580.12988281
2017-08-29 19:00:00,313466398,4583.02001953,4644.06005859,4597.31005859,4491.79003906
2017-08-28 19:00:00,455467850,4597.31005859,4647.83007812,4390.31005859,4350.22021484
2017-08-27 19:00:00,325285703,4390.31005859,4403.12988281,4345.75,4195.22998047
2017-08-26 19:00:00,185180843,4345.75,4408.18017578,4352.29980469,4321.12011719
2017-08-25 19:00:00,199403922,4352.29980469,4379.27978516,4364.41015625,4263.27978516
2017-08-24 19:00:00,362283252,4364.41015625,4461.70996094,4318.35009766,4292.62988281
2017-08-23 19:00:00,305373477,4318.35009766,4364.10986328,4141.08984375,4111.70996094
2017-08-22 19:00:00,402340258,4141.08984375,4255.62011719,4089.69995117,4070.48999023
2017-08-21 19:00:00,659657838,4089.69995117,4142.68017578,4005.10009766,3612.20996094
2017-08-20 19:00:00,365174045,4005.10009766,4097.25,4066.60009766,3966.92993164
2017-08-19 19:00:00,288193446,4066.60009766,4182.29003906,4150.45019531,4034.39990234
2017-08-18 19:00:00,462723151,4150.45019531,4189.68017578,4105.37011719,3957.45996094
2017-08-17 19:00:00,603898315,4105.37011719,4362.72998047,4278.91992188,3978.2800293
2017-08-16 19:00:00,554232802,4278.91992188,4487.5,4387.39990234,4194.10009766
2017-08-15 19:00:00,472960334,4387.39990234,4398.06005859,4161.66015625,3938.62011719
2017-08-14 19:00:00,872840682,4161.66015625,4436.47998047,4327.93994141,3837.12988281
2017-08-13 19:00:00,540927757,4327.93994141,4336.70996094,4062.60009766,3978.94995117
2017-08-12 19:00:00,638917500,4062.60009766,4189.41992188,3871.62011719,3847.31005859
2017-08-11 19:00:00,469532325,3871.62011719,3967.26000977,3654.37011719,3611.36010742
2017-08-10 19:00:00,345135492,3654.37011719,3706.47998047,3425.66992188,3409.79003906
2017-08-09 19:00:00,242024460,3425.66992188,3453.84008789,3348.79003906,3322.91992188
2017-08-08 19:00:00,324058681,3348.79003906,3437.14990234,3429.37988281,3251.0300293
2017-08-07 19:00:00,366169429,3429.37988281,3494.87011719,3401.90991211,3357.14990234
2017-08-06 19:00:00,294021645,3401.90991211,3425.12988281,3232.0300293,3198.51000977
2017-08-05 19:00:00,196484496,3232.0300293,3295.07006836,3262.80004883,3166.52001953
2017-08-04 19:00:00,503737620,3262.80004883,3344.01000977,2878.48999023,2875.90991211
2017-08-03 19:00:00,195800289,2878.48999023,2892.66992188,2809.98999023,2779.51000977
2017-08-02 19:00:00,188517085,2809.98999023,2822.87988281,2720.5300293,2717.62011719
2017-08-01 19:00:00,222534344,2720.5300293,2773.80004883,2746.98999023,2668.87011719
2017-07-31 19:00:00,341216428,2746.98999023,2946.02001953,2883.27001953,2659.62011719
2017-07-30 19:00:00,254836601,2883.27001953,2916.30004883,2766.48999023,2723.05004883
2017-07-29 19:00:00,222933516,2766.48999023,2773.06005859,2733.5,2621.67993164
2017-07-28 19:00:00,230818894,2733.5,2812.12988281,2806.75,2699.41992188
2017-07-27 19:00:00,383479795,2806.75,2843.7800293,2691.87988281,2683.59008789
2017-07-26 19:00:00,269880857,2691.87988281,2712.91992188,2559.20996094,2547.73999023
2017-07-25 19:00:00,340465234,2559.20996094,2631.72998047,2582.58007812,2441.54003906
2017-07-24 19:00:00,534765380,2582.58007812,2779.08007812,2763.41992188,2472.62011719
2017-07-23 19:00:00,229047365,2763.41992188,2798.88989258,2756.61010742,2715.68994141
2017-07-22 19:00:00,299869260,2756.61010742,2856.66992188,2836.5300293,2675.64990234
2017-07-21 19:00:00,341992860,2836.5300293,2876.70996094,2675.08007812,2658.59008789
2017-07-20 19:00:00,529154789,2675.08007812,2873.95996094,2866.02001953,2622.54003906
2017-07-19 19:00:00,807416890,2866.02001953,2932.81005859,2282.58007812,2282.11010742
2017-07-18 19:00:00,357639189,2282.58007812,2412.37988281,2320.22998047,2243.12988281
2017-07-17 19:00:00,465220151,2320.22998047,2400.73999023,2233.38989258,2164.59008789
2017-07-16 19:00:00,368366495,2233.38989258,2233.83007812,1914.08996582,1913.79003906
2017-07-15 19:00:00,364287861,1914.08996582,2044.41003418,1975.07995605,1808.98999023
2017-07-14 19:00:00,320719096,1975.07995605,2237.12988281,2234.16992188,1974.0300293
2017-07-13 19:00:00,257704533,2234.16992188,2370.5300293,2362.43994141,2165.36010742
2017-07-12 19:00:00,208630220,2362.43994141,2436.65991211,2403.09008789,2334.95996094
2017-07-11 19:00:00,257095280,2403.09008789,2424.82006836,2324.29003906,2262.08007812
2017-07-10 19:00:00,341998621,2324.29003906,2412.75,2344.02001953,2265.47998047
2017-07-09 19:00:00,297270301,2344.02001953,2530.34008789,2511.42993164,2271.79003906
2017-07-08 19:00:00,99506518,2511.42993164,2576.72998047,2564.86010742,2509.64990234
2017-07-07 19:00:00,136973389,2564.86010742,2568.72998047,2513.87988281,2480.62011719
2017-07-06 19:00:00,229168229,2513.87988281,2617.47998047,2614.23999023,2484.72998047
2017-07-05 19:00:00,156558009,2614.23999023,2634.84008789,2627.86010742,2581.80004883
2017-07-04 19:00:00,232257106,2627.86010742,2642.73999023,2617.32006836,2562.04003906
2017-07-03 19:00:00,210433639,2617.32006836,2658.72998047,2572.4699707,2569.98999023
2017-07-02 19:00:00,212244951,2572.4699707,2617.47998047,2536.45996094,2506.30004883
2017-07-01 19:00:00,165839565,2536.45996094,2555.34008789,2424.61010742,2375.86010742
2017-06-30 19:00:00,160661673,2424.61010742,2529.62011719,2480.61010742,2387.4699707
2017-06-29 19:00:00,183878856,2480.61010742,2576.2800293,2558.37011719,2469.54003906
2017-06-28 19:00:00,191733499,2558.37011719,2605.86010742,2577.73999023,2526.51000977
2017-06-27 19:00:00,279792448,2577.73999023,2616.94995117,2583.75,2490.11010742
2017-06-26 19:00:00,381517099,2583.75,2585.06005859,2446.05004883,2309.62988281
2017-06-25 19:00:00,401912134,2446.05004883,2584.75,2541.62011719,2327.26000977
2017-06-24 19:00:00,220679135,2541.62011719,2660.65991211,2590.05004883,2472.37011719
2017-06-23 19:00:00,228007287,2590.05004883,2741.56005859,2710.37011719,2540.35009766
