time,volume,high,open,low,close
2018-03-19 13:19:00,1033657886,2741.37988281,2741.37988281,2697.54003906,2703.09008789
2018-03-16 09:30:00,5372340000,2761.85009766,2750.57006836,2749.9699707,2752.01000977
2018-03-15 09:30:00,3500330000,2763.0300293,2754.27001953,2741.4699707,2747.33007812
2018-03-14 09:30:00,3391360000,2777.11010742,2774.06005859,2744.37988281,2749.47998047
2018-03-13 09:30:00,3301650000,2801.89990234,2792.31005859,2758.67993164,2765.31005859
2018-03-12 09:30:00,3185020000,2796.97998047,2790.54003906,2779.26000977,2783.02001953
2018-03-09 09:30:00,3364100000,2786.57006836,2752.90991211,2751.54003906,2786.57006836
2018-03-08 09:30:00,3212320000,2740.44995117,2732.75,2722.64990234,2738.9699707
2018-03-07 09:30:00,3393270000,2730.60009766,2710.17993164,2701.73999023,2726.80004883
2018-03-06 09:30:00,3370690000,2732.08007812,2730.17993164,2711.26000977,2728.12011719
2018-03-05 09:30:00,3710810000,2728.09008789,2681.06005859,2675.75,2720.93994141
2018-03-02 09:30:00,3882450000,2696.25,2658.88989258,2647.32006836,2691.25
2018-03-01 09:30:00,4503970000,2730.88989258,2715.2199707,2659.64990234,2677.66992188
2018-02-28 09:30:00,4230660000,2761.52001953,2753.7800293,2713.54003906,2713.83007812
2018-02-27 09:30:00,3745080000,2789.14990234,2780.44995117,2744.2199707,2744.2800293
2018-02-26 09:30:00,3424650000,2780.63989258,2757.37011719,2753.7800293,2779.60009766
2018-02-23 09:30:00,3189190000,2747.76000977,2715.80004883,2713.73999023,2747.30004883
2018-02-22 09:30:00,3701270000,2731.26000977,2710.41992188,2697.77001953,2703.95996094
2018-02-21 09:30:00,3779400000,2747.75,2720.5300293,2701.29003906,2701.33007812
2018-02-20 09:30:00,3627610000,2737.60009766,2722.98999023,2706.76000977,2716.26000977
2018-02-16 09:30:00,3637460000,2754.41992188,2727.13989258,2725.11010742,2732.2199707
2018-02-15 09:30:00,3684910000,2731.51000977,2713.45996094,2689.82006836,2731.19995117
